,loss,side_6_loss,side_7_loss,side_8_loss,activation_148_loss,add_96_loss,side_6_dice_coef,side_6_jacard,side_6_recall,side_6_precision,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall,side_7_precision,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall,side_8_precision,side_8_accuracy,activation_148_dice_coef,activation_148_jacard,activation_148_recall,activation_148_precision,activation_148_accuracy,add_96_dice_coef,add_96_jacard,add_96_recall,add_96_precision,add_96_accuracy,val_loss,val_side_6_loss,val_side_7_loss,val_side_8_loss,val_activation_148_loss,val_add_96_loss,val_side_6_dice_coef,val_side_6_jacard,val_side_6_recall,val_side_6_precision,val_side_6_accuracy,val_side_7_dice_coef,val_side_7_jacard,val_side_7_recall,val_side_7_precision,val_side_7_accuracy,val_side_8_dice_coef,val_side_8_jacard,val_side_8_recall,val_side_8_precision,val_side_8_accuracy,val_activation_148_dice_coef,val_activation_148_jacard,val_activation_148_recall,val_activation_148_precision,val_activation_148_accuracy,val_add_96_dice_coef,val_add_96_jacard,val_add_96_recall,val_add_96_precision,val_add_96_accuracy,lr
0,2.4219555854797363,0.3767012059688568,0.3938813805580139,0.5279605984687805,0.5723064541816711,0.5505046844482422,0.6232988238334656,0.4742423892021179,0.8165995478630066,0.4953906536102295,0.6713749766349792,0.6061185598373413,0.4577096700668335,0.8219339847564697,0.4638938903808594,0.6348769068717957,0.47203943133354187,0.3244166672229767,0.9494275450706482,0.33442214131355286,0.37196049094200134,0.4276934564113617,0.2783660590648651,0.6243190765380859,0.4444029927253723,0.625727653503418,0.4494953751564026,0.29665014147758484,0.751164436340332,0.5122914910316467,0.6879622340202332,3.573050022125244,0.8895174264907837,0.6809629201889038,0.6614550948143005,0.6544293165206909,0.6860834360122681,0.11048255115747452,0.05945539101958275,0.0,0.0,0.7083873748779297,0.3190371096134186,0.19653747975826263,0.07656317204236984,0.99772709608078,0.7306632995605469,0.33854490518569946,0.21054214239120483,0.19146133959293365,0.5931777358055115,0.725928008556366,0.34557074308395386,0.21554990112781525,0.3385658860206604,0.8081234097480774,0.783675491809845,0.31391647458076477,0.1907016634941101,0.0,0.0,0.7083873748779297,9.999999747378752e-06
1,1.6932545900344849,0.22420483827590942,0.21699489653110504,0.29753464460372925,0.4972192943096161,0.456698477268219,0.775795042514801,0.6461532711982727,0.7408933043479919,0.805793821811676,0.8583232760429382,0.7830051779747009,0.656181275844574,0.7342203855514526,0.8245241045951843,0.8633840680122375,0.702465295791626,0.556354820728302,0.7608503103256226,0.6837028861045837,0.8086454272270203,0.5027807354927063,0.3412970006465912,0.7446083426475525,0.6136462092399597,0.7655722498893738,0.543301522731781,0.37696346640586853,0.7168250679969788,0.8358968496322632,0.8627803921699524,4.081200122833252,0.9605012536048889,0.8937972784042358,0.8524351119995117,0.6576538681983948,0.7162104845046997,0.039498765021562576,0.020695818588137627,1.7441847376176156e-05,1.0,0.7083924412727356,0.10620275884866714,0.05776391923427582,0.0047572641633450985,1.0,0.7097746729850769,0.1475648730993271,0.08089239150285721,0.00017877893697004765,0.08384457975625992,0.707869827747345,0.3423461616039276,0.212808758020401,0.1698705106973648,0.6574355363845825,0.7321122288703918,0.2837895154953003,0.16829489171504974,0.0,0.0,0.7083873748779297,9.999999747378752e-06
2,1.4245812892913818,0.17395952343940735,0.17537464201450348,0.18766184151172638,0.46657606959342957,0.4204070568084717,0.826040506362915,0.7146274447441101,0.7787209153175354,0.8656628727912903,0.8892523646354675,0.8246254324913025,0.7134762406349182,0.7709333300590515,0.8686801195144653,0.8881239891052246,0.81233811378479,0.6947180032730103,0.7519039511680603,0.8726639151573181,0.8841743469238281,0.5334240794181824,0.3696271777153015,0.7807159423828125,0.7307606935501099,0.8359041213989258,0.5795930624008179,0.41217705607414246,0.7529001832008362,0.888604462146759,0.8894597887992859,3.9231417179107666,0.6600269079208374,0.9062873125076294,0.9764209389686584,0.6675971150398254,0.7122067213058472,0.3399730920791626,0.2299230843782425,0.31686604022979736,0.9997179508209229,0.8007634282112122,0.09371265023946762,0.05123656243085861,0.0391983725130558,1.0,0.719818115234375,0.023579053580760956,0.011947287246584892,0.0,0.0,0.7083269953727722,0.33240288496017456,0.20492184162139893,0.026345910504460335,0.649712324142456,0.7119280695915222,0.28779327869415283,0.17148786783218384,8.720923688088078e-06,1.0,0.708389937877655,9.999999747378752e-06
3,1.274003028869629,0.13619670271873474,0.13633222877979279,0.1472035050392151,0.45215505361557007,0.4015129804611206,0.8638034462928772,0.768208920955658,0.8174819350242615,0.9024247527122498,0.9123051762580872,0.863667905330658,0.7688149809837341,0.8092406988143921,0.9092265963554382,0.9120974540710449,0.852796733379364,0.7519116997718811,0.7946348190307617,0.9062410593032837,0.9069094657897949,0.5478450655937195,0.38395416736602783,0.8156577944755554,0.7783573865890503,0.8651420474052429,0.598487138748169,0.4317874312400818,0.7967957854270935,0.917233943939209,0.9109476208686829,3.1511948108673096,0.33752211928367615,0.578382134437561,0.9246096014976501,0.6561176776885986,0.6539607644081116,0.6624778509140015,0.53338223695755,0.6689406633377075,0.899504542350769,0.8816649317741394,0.42161786556243896,0.2997467517852783,0.37315961718559265,0.996593713760376,0.81683349609375,0.07539038360118866,0.04132077097892761,0.05281391367316246,0.9969545006752014,0.7237415313720703,0.34388235211372375,0.2151404470205307,0.20946569740772247,0.9050871133804321,0.7630646824836731,0.3460392355918884,0.21627521514892578,0.19421061873435974,1.0,0.7650216221809387,9.999999747378752e-06
4,1.1692811250686646,0.10949152708053589,0.1098681390285492,0.11847447603940964,0.4422573447227478,0.38858723640441895,0.8905084729194641,0.8081302642822266,0.8440067768096924,0.9281859397888184,0.9283657073974609,0.8901317119598389,0.8083074688911438,0.8390361666679382,0.9316620230674744,0.9279729723930359,0.8815255165100098,0.7949629426002502,0.8260133862495422,0.9293041229248047,0.9233384132385254,0.5577427744865417,0.39414384961128235,0.8462241888046265,0.8121258616447449,0.8868524432182312,0.611412763595581,0.44570067524909973,0.8302076458930969,0.9337283968925476,0.9259631037712097,2.2490410804748535,0.3037837743759155,0.31744012236595154,0.49411794543266296,0.5798481702804565,0.5532485246658325,0.6962161660194397,0.5691147446632385,0.7333359718322754,0.8394297957420349,0.8813311457633972,0.6825598478317261,0.5538355708122253,0.6322081089019775,0.9674215316772461,0.8865388035774231,0.5058820247650146,0.3665443956851959,0.39795756340026855,0.9875026941299438,0.8229681849479675,0.42015182971954346,0.27938979864120483,0.5914421677589417,0.9177811741828918,0.8654085993766785,0.4467513859272003,0.30063360929489136,0.5627546906471252,0.9850816130638123,0.8700084686279297,9.999999747378752e-06
5,1.0946044921875,0.09278547763824463,0.08936944603919983,0.09743716567754745,0.43523260951042175,0.3791770935058594,0.9072144627571106,0.8338340520858765,0.8665022850036621,0.940284788608551,0.9389726519584656,0.9106304049491882,0.8402823805809021,0.8650969862937927,0.9449402093887329,0.9400138854980469,0.9025629162788391,0.8277919292449951,0.8543382883071899,0.9415164589881897,0.9356698989868164,0.5647673606872559,0.4015212953090668,0.8720896244049072,0.8329102396965027,0.9019624590873718,0.6208228468894958,0.456068754196167,0.8589106798171997,0.9430059194564819,0.9375244975090027,2.363942861557007,0.2558870315551758,0.3711293339729309,0.6045783162117004,0.5725065469741821,0.5592392683029175,0.7441129088401794,0.6077923774719238,0.6585692763328552,0.9502782821655273,0.8903859257698059,0.6288706064224243,0.47643381357192993,0.5065548419952393,0.9811075329780579,0.8532606959342957,0.39542174339294434,0.26542794704437256,0.2551524341106415,0.9963306784629822,0.7825190424919128,0.4274933338165283,0.2826111614704132,0.5783934593200684,0.9246582388877869,0.8633111119270325,0.4407607316970825,0.29051461815834045,0.4604342579841614,0.9908230304718018,0.8414122462272644,9.999999747378752e-06
6,1.0405775308609009,0.07958971709012985,0.07470635324716568,0.08199403434991837,0.4307660460472107,0.3729189336299896,0.9204103946685791,0.8556296229362488,0.8843798041343689,0.9474505186080933,0.9466948509216309,0.9252936840057373,0.864319384098053,0.8826764822006226,0.955359160900116,0.9486705660820007,0.9180060029029846,0.8528001308441162,0.8697440028190613,0.953445315361023,0.9440882802009583,0.5692340731620789,0.40619099140167236,0.8870283365249634,0.8500908613204956,0.91279536485672,0.6270809769630432,0.4630233943462372,0.8758036494255066,0.9507520198822021,0.9451117515563965,1.639129638671875,0.1732030212879181,0.2058812379837036,0.2863323390483856,0.5061634182929993,0.46694713830947876,0.8267970085144043,0.7167667746543884,0.8267632126808167,0.8891329765319824,0.9194195866584778,0.7941187620162964,0.6746171116828918,0.7637959718704224,0.9222142696380615,0.9123331904411316,0.7136676907539368,0.5702487230300903,0.6292299032211304,0.9596530199050903,0.8841641545295715,0.4938366115093231,0.34436050057411194,0.7436200976371765,0.8910118937492371,0.8987115025520325,0.5330528616905212,0.37688106298446655,0.7282407283782959,0.9491065144538879,0.9093640446662903,9.999999747378752e-06
7,0.9919535517692566,0.0701012834906578,0.06266578286886215,0.06639651954174042,0.42601773142814636,0.36616960167884827,0.9298989176750183,0.8711718916893005,0.9025254249572754,0.9518292546272278,0.9536614418029785,0.9373342394828796,0.8843388557434082,0.9070987701416016,0.9580023288726807,0.9570547938346863,0.9336034655570984,0.8781838417053223,0.8995866775512695,0.9587469696998596,0.9549657702445984,0.5739821791648865,0.4113003611564636,0.9097821712493896,0.8695656061172485,0.9266207814216614,0.6338303685188293,0.4707919955253601,0.9029403328895569,0.9544559121131897,0.9546340107917786,1.5443793535232544,0.16004720330238342,0.17509131133556366,0.2649381160736084,0.4925902187824249,0.4511098265647888,0.839952826499939,0.7359336614608765,0.8385800719261169,0.8930675387382507,0.9236475825309753,0.8249086737632751,0.7169224619865417,0.7756019234657288,0.9430850744247437,0.92091304063797,0.7350619435310364,0.5970983505249023,0.6263192892074585,0.9665265679359436,0.88470458984375,0.5074097514152527,0.3537083566188812,0.779166579246521,0.9343093633651733,0.9196268916130066,0.5488901734352112,0.3891408145427704,0.7473701238632202,0.9597314596176147,0.9171854853630066,9.999999747378752e-06
8,0.9643524289131165,0.06394144147634506,0.05600312724709511,0.05811726301908493,0.42319390177726746,0.36249396204948425,0.9360587000846863,0.8816916346549988,0.910616934299469,0.9552149772644043,0.9572458267211914,0.9439969062805176,0.8956812024116516,0.9183573126792908,0.9601052403450012,0.9612191319465637,0.9418826103210449,0.8922556638717651,0.9118312001228333,0.9628235697746277,0.9600623250007629,0.5768061280250549,0.41420117020606995,0.9203523397445679,0.8857358694076538,0.9357840418815613,0.6375059485435486,0.4748843312263489,0.9150326251983643,0.9577361345291138,0.9594244956970215,1.3466702699661255,0.15558096766471863,0.14475475251674652,0.1664482206106186,0.46307846903800964,0.41620519757270813,0.8444190621376038,0.7415570616722107,0.8775298595428467,0.8498713970184326,0.91908198595047,0.8552452325820923,0.7580791115760803,0.8701127171516418,0.8656774163246155,0.9227523803710938,0.8335517644882202,0.725993275642395,0.817375123500824,0.872080385684967,0.9117813110351562,0.536921501159668,0.3808820843696594,0.8785480260848999,0.855263888835907,0.9212271571159363,0.5837947726249695,0.4230210483074188,0.8546112775802612,0.8715630769729614,0.9208774566650391,9.999999747378752e-06
9,0.9379285573959351,0.058861710131168365,0.048459287732839584,0.05048426240682602,0.42062896490097046,0.35889142751693726,0.9411382675170898,0.8904775381088257,0.9188129901885986,0.959170937538147,0.9610587954521179,0.9515406489372253,0.9090431928634644,0.9302399754524231,0.9647817015647888,0.9664260745048523,0.9495155811309814,0.9055607318878174,0.9248029589653015,0.9665501117706299,0.9652979969978333,0.5793710947036743,0.4169585406780243,0.930518388748169,0.8975443840026855,0.9431244730949402,0.6411086320877075,0.4790704846382141,0.9269064664840698,0.9617652297019958,0.9644109606742859,1.3114959001541138,0.15592838823795319,0.1401369869709015,0.15065596997737885,0.4564075171947479,0.407764196395874,0.8440715670585632,0.7437644004821777,0.9150015115737915,0.8017487525939941,0.909234344959259,0.8598630428314209,0.7670789957046509,0.9128888845443726,0.824109673500061,0.9177799224853516,0.84934401512146,0.7525221705436707,0.8768627643585205,0.8257530927658081,0.9101340174674988,0.5435925126075745,0.3875228464603424,0.9141533970832825,0.8114947080612183,0.9130414128303528,0.592235803604126,0.43164578080177307,0.8994215726852417,0.8244450688362122,0.9148203730583191,9.999999747378752e-06
