,loss,dice_coef,jacard,recall,precision,accuracy
0,0.3884170949459076,0.2422124147415161,0.14109425246715546,0.09486058354377747,0.4549088478088379,0.0057389321736991405
1,0.34873276948928833,0.2843826413154602,0.16869503259658813,0.13610506057739258,0.5469304919242859,0.002202148549258709
2,0.3205512762069702,0.33653903007507324,0.20660604536533356,0.2736789584159851,0.6070213317871094,0.0018033854430541396
3,0.3078969120979309,0.3560734987258911,0.22176189720630646,0.31501349806785583,0.6384907960891724,0.0015429687919095159
4,0.29817086458206177,0.383880078792572,0.2436145395040512,0.3724328875541687,0.6562789678573608,0.0016292317304760218
5,0.2817072570323944,0.41566503047943115,0.2701564133167267,0.4149450659751892,0.6947540640830994,0.0016080728964880109
6,0.26575037837028503,0.4508868455886841,0.3008561134338379,0.4585675597190857,0.7361453175544739,0.001547851599752903
7,0.25991782546043396,0.4677347242832184,0.31562748551368713,0.47890594601631165,0.7457535266876221,0.0015625000232830644
8,0.24394139647483826,0.4967222511768341,0.34203997254371643,0.5177868604660034,0.7608169317245483,0.0014843749813735485
9,0.2347453534603119,0.5195817351341248,0.3648383617401123,0.5500686168670654,0.7736496925354004,0.0014420573133975267
10,0.22004762291908264,0.5522269010543823,0.3962583541870117,0.5867251753807068,0.7966694235801697,0.0014925129944458604
11,0.2030261754989624,0.5845006108283997,0.4272805452346802,0.629367470741272,0.8054884076118469,0.0012744140112772584
12,0.19526664912700653,0.6095393300056458,0.45443111658096313,0.6457217931747437,0.8226126432418823,0.0013395182322710752
13,0.1772453486919403,0.6403472423553467,0.48610636591911316,0.684688150882721,0.8383165597915649,0.0013199870008975267
14,0.16346633434295654,0.664028525352478,0.5136017203330994,0.7143869996070862,0.8505678772926331,0.0015722656389698386
15,0.14783622324466705,0.6959325671195984,0.5497884154319763,0.742339551448822,0.8671536445617676,0.0013183593982830644
16,0.138587087392807,0.713484525680542,0.5702419877052307,0.7690924406051636,0.8659713268280029,0.0014973958022892475
17,0.11527425795793533,0.7606146931648254,0.627472460269928,0.8059489727020264,0.8893949389457703,0.0015055338153615594
18,0.10096372663974762,0.7839006185531616,0.6592082977294922,0.8364705443382263,0.8988598585128784,0.0017382812220603228
19,0.0917448103427887,0.8071853518486023,0.6881670355796814,0.8533995151519775,0.9085413217544556,0.0019856770522892475
20,0.08974359184503555,0.8106799125671387,0.6942830085754395,0.856611430644989,0.9071239233016968,0.002654622308909893
21,0.07200567424297333,0.8448314666748047,0.7429611086845398,0.887055516242981,0.924407958984375,0.0034651693422347307
22,0.07237756997346878,0.8449797034263611,0.7417930364608765,0.888242244720459,0.9239968061447144,0.005047200713306665
23,0.05718924105167389,0.8757538795471191,0.7864834070205688,0.9141789078712463,0.9392543435096741,0.008709309622645378
24,0.04367920756340027,0.902635395526886,0.8262693881988525,0.9367610812187195,0.9494537711143494,0.018258463591337204
25,0.04686860740184784,0.896522581577301,0.8181231617927551,0.9330297112464905,0.9461830258369446,0.024676106870174408
26,0.03139614686369896,0.9265204071998596,0.8654763102531433,0.9555347561836243,0.9610066413879395,0.06604166328907013
