,loss,side_6_loss,side_7_loss,side_8_loss,activation_557_loss,add_143_loss,side_6_dice_coef,side_6_jaccard,side_6_recall_5,side_6_precision_5,side_6_accuracy,side_7_dice_coef,side_7_jaccard,side_7_recall_5,side_7_precision_5,side_7_accuracy,side_8_dice_coef,side_8_jaccard,side_8_recall_5,side_8_precision_5,side_8_accuracy,activation_557_dice_coef,activation_557_jaccard,activation_557_recall_5,activation_557_precision_5,activation_557_accuracy,add_143_dice_coef,add_143_jaccard,add_143_recall_5,add_143_precision_5,add_143_accuracy,val_loss,val_side_6_loss,val_side_7_loss,val_side_8_loss,val_activation_557_loss,val_add_143_loss,val_side_6_dice_coef,val_side_6_jaccard,val_side_6_recall_5,val_side_6_precision_5,val_side_6_accuracy,val_side_7_dice_coef,val_side_7_jaccard,val_side_7_recall_5,val_side_7_precision_5,val_side_7_accuracy,val_side_8_dice_coef,val_side_8_jaccard,val_side_8_recall_5,val_side_8_precision_5,val_side_8_accuracy,val_activation_557_dice_coef,val_activation_557_jaccard,val_activation_557_recall_5,val_activation_557_precision_5,val_activation_557_accuracy,val_add_143_dice_coef,val_add_143_jaccard,val_add_143_recall_5,val_add_143_precision_5,val_add_143_accuracy
28,0.6508657932281494,0.13531166315078735,0.12922552227973938,0.12853416800498962,0.1284433901309967,0.12935177981853485,0.8646887540817261,0.7749247550964355,0.8352075219154358,0.9126571416854858,0.9505112767219543,0.8707744479179382,0.7849273085594177,0.8386261463165283,0.9172729253768921,0.9520524144172668,0.8714655637741089,0.7861025333404541,0.8392388224601746,0.9173336029052734,0.9521713256835938,0.8715565800666809,0.786296546459198,0.8384527564048767,0.9182528853416443,0.9522136449813843,0.8706488609313965,0.7847691178321838,0.8386532664299011,0.9180204272270203,0.9522056579589844,0.6159213781356812,0.12903785705566406,0.12256147712469101,0.12115772813558578,0.12098332494497299,0.12218084186315536,0.8709623217582703,0.7843678593635559,0.8027124404907227,0.9389532804489136,0.9538637399673462,0.8774382472038269,0.7958484292030334,0.798511803150177,0.9509527683258057,0.9551306962966919,0.8788425326347351,0.7981342673301697,0.8011615872383118,0.950261652469635,0.9554687738418579,0.8790167570114136,0.7984817624092102,0.8011553287506104,0.9507005214691162,0.9555416107177734,0.8778192400932312,0.7964565753936768,0.8008526563644409,0.9506916403770447,0.9554875493049622
29,0.6340889930725098,0.13239999115467072,0.12580133974552155,0.1250464767217636,0.12494535744190216,0.12589561939239502,0.8675996661186218,0.7784491777420044,0.8384574055671692,0.9134971499443054,0.9512711763381958,0.8741982579231262,0.7892895936965942,0.8438964486122131,0.9167699813842773,0.9529114961624146,0.8749537467956543,0.7905507683753967,0.8444021344184875,0.9169681668281555,0.9530370831489563,0.8750548362731934,0.7907758355140686,0.8435540199279785,0.9178733229637146,0.9530676007270813,0.8741044998168945,0.7891764640808105,0.8437843322753906,0.9176319241523743,0.9530606269836426,0.6215477585792542,0.13003186881542206,0.12384207546710968,0.12236962467432022,0.12200383841991425,0.12330007553100586,0.8699677586555481,0.783474326133728,0.7941707968711853,0.9479342103004456,0.9539138674736023,0.8761578798294067,0.7946318984031677,0.7937708497047424,0.9568535685539246,0.955279529094696,0.8776301145553589,0.7971398830413818,0.7958405017852783,0.9566582441329956,0.9556028246879578,0.8779962658882141,0.7977416515350342,0.7962924242019653,0.9568883180618286,0.9557186365127563,0.8766998052597046,0.795540988445282,0.7959096431732178,0.9568822383880615,0.9556516408920288
30,0.6247916221618652,0.13059410452842712,0.12395640462636948,0.12316753715276718,0.12305183708667755,0.12402107566595078,0.8694059252738953,0.7810468673706055,0.8416486382484436,0.9141224026679993,0.9519746899604797,0.8760439157485962,0.7919429540634155,0.8455565571784973,0.9181743860244751,0.9534990191459656,0.8768326640129089,0.7932826280593872,0.8460022211074829,0.9184775948524475,0.9536396265029907,0.8769479990005493,0.7935305833816528,0.8453676700592041,0.9193007946014404,0.953691303730011,0.8759792447090149,0.7918914556503296,0.8455426692962646,0.9190767407417297,0.9536774754524231,0.5943819284439087,0.12494722753763199,0.11790741980075836,0.11681444942951202,0.11684100329875946,0.11787201464176178,0.8750527501106262,0.7909408807754517,0.8176238536834717,0.9416491985321045,0.9568856954574585,0.8820925951004028,0.8031922578811646,0.8168380260467529,0.9510743021965027,0.9583336710929871,0.8831853866577148,0.8051345944404602,0.8174933195114136,0.9517574310302734,0.9585562944412231,0.8831591606140137,0.8052067756652832,0.8166809678077698,0.952435314655304,0.9585310816764832,0.8821278810501099,0.8033761978149414,0.8168980479240417,0.9521610140800476,0.9585226774215698
31,0.6319761872291565,0.1319776326417923,0.12538006901741028,0.12463049590587616,0.12451715767383575,0.1254706084728241,0.8680235147476196,0.7793243527412415,0.8406911492347717,0.9132492542266846,0.9516218304634094,0.8746199607849121,0.7901952862739563,0.8451548218727112,0.917504608631134,0.9532859921455383,0.8753691911697388,0.79143887758255,0.8459569215774536,0.9174714088439941,0.9534202814102173,0.8754820823669434,0.79167240858078,0.8453392386436462,0.9182287454605103,0.9534616470336914,0.8745298385620117,0.7900732159614563,0.8454499840736389,0.9180774092674255,0.9534517526626587,0.5909948945045471,0.12423211336135864,0.117375448346138,0.11608688533306122,0.11610539257526398,0.11719489097595215,0.8757680058479309,0.7917608022689819,0.8223915696144104,0.9374640583992004,0.9569705724716187,0.8826241493225098,0.8038085699081421,0.8190335035324097,0.9492142200469971,0.9584007263183594,0.8839130401611328,0.8060285449028015,0.8197979927062988,0.9497896432876587,0.9586256146430969,0.8838944435119629,0.80609530210495,0.8189980983734131,0.9505628943443298,0.9586178064346313,0.8828049898147583,0.8041855692863464,0.8191978335380554,0.9502609372138977,0.9586009979248047
32,0.6152051687240601,0.12873728573322296,0.12198159843683243,0.12123873084783554,0.12115011364221573,0.12209758907556534,0.8712627291679382,0.7835754156112671,0.8447707295417786,0.9134075045585632,0.9523913264274597,0.8780183792114258,0.7948278784751892,0.8478587865829468,0.918422281742096,0.9539685249328613,0.8787614107131958,0.7961450219154358,0.847955048084259,0.919060468673706,0.9541122317314148,0.878849983215332,0.7963425517082214,0.8472871780395508,0.9198810458183289,0.95415860414505,0.8779022097587585,0.7947181463241577,0.8475117683410645,0.9195941686630249,0.9541414380073547,0.5925397872924805,0.12434247881174088,0.11757028102874756,0.11651275306940079,0.11655602604150772,0.11755843460559845,0.8756575584411621,0.7920320630073547,0.8129710555076599,0.9453873634338379,0.9567140340805054,0.8824294805526733,0.8040044903755188,0.8140676021575928,0.953175961971283,0.9581979513168335,0.8834874033927917,0.8059479594230652,0.8143289089202881,0.9539266228675842,0.9583638310432434,0.8834438323974609,0.8059946298599243,0.8135054111480713,0.9546564221382141,0.9583427309989929,0.8824414014816284,0.8041857481002808,0.813759446144104,0.9543566703796387,0.9583376049995422
33,0.623107373714447,0.13036388158798218,0.1235649362206459,0.1227976456284523,0.12271364778280258,0.12366731464862823,0.8696364164352417,0.781811535358429,0.8426055312156677,0.9137095808982849,0.9520594477653503,0.8764354586601257,0.793045163154602,0.8465886116027832,0.9184581637382507,0.9537396430969238,0.8772023320198059,0.7943342328071594,0.8474150896072388,0.9183254837989807,0.9538588523864746,0.8772862553596497,0.7945022583007812,0.8468210101127625,0.9190397262573242,0.9538944959640503,0.87633216381073,0.792902410030365,0.8469334244728088,0.918892502784729,0.9538860321044922,0.6036580801010132,0.12703236937522888,0.1199929267168045,0.11855851113796234,0.11843693256378174,0.1196373924612999,0.8729673624038696,0.7872737646102905,0.8222526907920837,0.928815484046936,0.9554354548454285,0.8800069689750671,0.7996746301651001,0.8147080540657043,0.9443885684013367,0.956854522228241,0.8814417123794556,0.8020641207695007,0.8168720602989197,0.944035530090332,0.9571598768234253,0.8815630078315735,0.8023084402084351,0.8169981837272644,0.9441588521003723,0.9572011828422546,0.8803629875183105,0.8002623319625854,0.8167443871498108,0.9441904425621033,0.95716392993927
34,0.6008903980255127,0.1260027289390564,0.11913146078586578,0.11831506341695786,0.11823475360870361,0.11920623481273651,0.8739979863166809,0.787594735622406,0.8476330637931824,0.9159820079803467,0.9534289240837097,0.8808692693710327,0.7989453673362732,0.8507546186447144,0.9213463664054871,0.9550783038139343,0.8816855549812317,0.8003281354904175,0.8512690663337708,0.9216518402099609,0.9552333950996399,0.8817652463912964,0.800514817237854,0.8509325385093689,0.9221927523612976,0.9552817344665527,0.8807939291000366,0.7988678812980652,0.8510023951530457,0.922045111656189,0.9552642107009888,0.5823743939399719,0.12263510376214981,0.11552087962627411,0.11436985433101654,0.11439643055200577,0.11545208841562271,0.8773651123046875,0.7943211793899536,0.8240836262702942,0.9389737248420715,0.9575271606445312,0.8844793438911438,0.8068908452987671,0.8205916285514832,0.9506489634513855,0.9589124917984009,0.8856301307678223,0.8089787364006042,0.8210331201553345,0.9514904022216797,0.9591277837753296,0.885603129863739,0.8090270161628723,0.8203762769699097,0.9520193338394165,0.9591035842895508,0.884548008441925,0.8071385622024536,0.8205798864364624,0.9517837762832642,0.9590991139411926
35,0.5957043766975403,0.12502416968345642,0.11802728474140167,0.1172800064086914,0.11721216142177582,0.11816062033176422,0.8749760389328003,0.7888727784156799,0.8483693599700928,0.9172513484954834,0.9538200497627258,0.8819721341133118,0.8005080223083496,0.8526378273963928,0.9215086102485657,0.9554523229598999,0.8827198147773743,0.8017992973327637,0.8531562089920044,0.9217793345451355,0.955601692199707,0.8827872276306152,0.8019615411758423,0.8526950478553772,0.9223502278327942,0.9556329846382141,0.881839394569397,0.8003429174423218,0.8527910113334656,0.9222069978713989,0.9556211233139038,0.5877304673194885,0.12331545352935791,0.11686452478170395,0.115572489798069,0.11540877819061279,0.116569384932518,0.8766845464706421,0.7934200763702393,0.8208882808685303,0.9411974549293518,0.9573656320571899,0.8831354379653931,0.8051220178604126,0.8171672224998474,0.9527461528778076,0.9586742520332336,0.8844276666641235,0.8074116706848145,0.8181425929069519,0.9534211754798889,0.958950400352478,0.8845909833908081,0.8077079057693481,0.8183766603469849,0.95332932472229,0.9589747190475464,0.8834307789802551,0.8056811094284058,0.8182419538497925,0.9532913565635681,0.958945631980896
36,0.5842211246490479,0.12281732261180878,0.11572392284870148,0.11495514214038849,0.11488199234008789,0.11584289371967316,0.8771823644638062,0.7915680408477783,0.8522773385047913,0.9159961938858032,0.9542749524116516,0.884276270866394,0.8033905029296875,0.8566383123397827,0.9208102822303772,0.9560447931289673,0.8850451707839966,0.8047128915786743,0.8574608564376831,0.9207150936126709,0.9561731219291687,0.8851178884506226,0.8048712015151978,0.8570305109024048,0.9212617874145508,0.9562051892280579,0.8841574788093567,0.8032373189926147,0.8570958971977234,0.9211583733558655,0.9561959505081177,0.6053822040557861,0.1276502162218094,0.12027092278003693,0.11878947168588638,0.1187368631362915,0.11993485689163208,0.8723500967025757,0.7877254486083984,0.8006789684295654,0.9523218274116516,0.9557523727416992,0.879729151725769,0.8009147644042969,0.8021624684333801,0.9601131677627563,0.9572652578353882,0.8812106847763062,0.8034809827804565,0.8044057488441467,0.9597102403640747,0.9575859308242798,0.8812633752822876,0.803618311882019,0.8039699196815491,0.9602132439613342,0.9575916528701782,0.8800652623176575,0.8015350103378296,0.8038651347160339,0.9601870775222778,0.9575693011283875
37,0.580574631690979,0.12246046215295792,0.11487575620412827,0.11413131654262543,0.11407241970300674,0.11503461748361588,0.8775399923324585,0.7922561168670654,0.851082980632782,0.9175204038619995,0.9543730020523071,0.8851242065429688,0.8048120737075806,0.8564007878303528,0.921627938747406,0.9561699032783508,0.8858683705329895,0.8060871958732605,0.8575244545936584,0.9212579131126404,0.9562975764274597,0.8859277963638306,0.8062246441841125,0.8571358919143677,0.9218155741691589,0.9563404321670532,0.8849648237228394,0.8045900464057922,0.8571434020996094,0.9217588305473328,0.9563299417495728,0.5843561887741089,0.12322495877742767,0.11587818711996078,0.11474017053842545,0.11471648514270782,0.11579640209674835,0.8767750859260559,0.7935103178024292,0.819114089012146,0.9450095295906067,0.9577320218086243,0.8841217756271362,0.8065240979194641,0.8179824352264404,0.9555016160011292,0.9592887759208679,0.8852602243423462,0.8085872530937195,0.8185412287712097,0.956354558467865,0.9595258831977844,0.8852836489677429,0.8086977005004883,0.8181116580963135,0.9566609263420105,0.9595020413398743,0.8842034339904785,0.8067793846130371,0.8182284235954285,0.956488311290741,0.9594936370849609
