,loss,side_6_loss,side_7_loss,side_8_loss,activation_201_loss,add_47_loss,side_6_dice_coef,side_6_jacard,side_6_recall_1,side_6_precision_1,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall_1,side_7_precision_1,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall_1,side_8_precision_1,side_8_accuracy,activation_201_dice_coef,activation_201_jacard,activation_201_recall_1,activation_201_precision_1,activation_201_accuracy,add_47_dice_coef,add_47_jacard,add_47_recall_1,add_47_precision_1,add_47_accuracy
82,0.5101228356361389,0.10947437584400177,0.09593548625707626,0.10115475952625275,0.1054769977927208,0.09808127582073212,0.8957647085189819,0.8135549426078796,0.9191012382507324,0.9482081532478333,0.9565602540969849,0.9098213911056519,0.8363059759140015,0.9348982572555542,0.9486399292945862,0.9616573452949524,0.9067919850349426,0.8313866853713989,0.9348633289337158,0.9459101557731628,0.9607040286064148,0.8991036415100098,0.8187541961669922,0.9302965998649597,0.9468413591384888,0.9595978856086731,0.9028029441833496,0.8247359991073608,0.9324187636375427,0.9499767422676086,0.9613385796546936
83,0.48540323972702026,0.10453760623931885,0.09175487607717514,0.09548429399728775,0.10030840337276459,0.0933181419968605,0.9008319973945618,0.8220878839492798,0.9248921275138855,0.9476460218429565,0.9581825137138367,0.9128459095954895,0.8417329788208008,0.9416903853416443,0.9462108016014099,0.962941586971283,0.9106332063674927,0.8378413915634155,0.9421144127845764,0.943386971950531,0.9620866179466248,0.9031327366828918,0.8256238698959351,0.9368396997451782,0.9457600712776184,0.9612693786621094,0.9068062901496887,0.8316192626953125,0.9392592906951904,0.9484433531761169,0.9629561305046082
84,0.733233630657196,0.15747591853141785,0.13751579821109772,0.14874455332756042,0.15110360085964203,0.13839393854141235,0.8600277900695801,0.7605104446411133,0.873901903629303,0.9363582134246826,0.9385369420051575,0.878039538860321,0.788171648979187,0.897777795791626,0.9343804121017456,0.9452379941940308,0.8728777170181274,0.7807557582855225,0.897666871547699,0.9246504306793213,0.9418541193008423,0.8596566915512085,0.7604523301124573,0.8885430097579956,0.9275205731391907,0.9400625824928284,0.8674656748771667,0.7717317342758179,0.8945837616920471,0.9361535906791687,0.9448548555374146
85,0.5981580018997192,0.12767189741134644,0.11128897964954376,0.11998704820871353,0.12509825825691223,0.11411170661449432,0.8768628835678101,0.7843056917190552,0.9128310680389404,0.9317640662193298,0.9489666223526001,0.8942162394523621,0.8115881085395813,0.9289369583129883,0.9352917075157166,0.9551583528518677,0.8900534510612488,0.8050857782363892,0.924690306186676,0.9326134324073792,0.9529078006744385,0.8827204704284668,0.7934767603874207,0.913635790348053,0.9353823065757751,0.950470507144928,0.8857849836349487,0.7980753779411316,0.9239895343780518,0.9378232359886169,0.9545161128044128
86,0.47373127937316895,0.10596611350774765,0.08915429562330246,0.09139478206634521,0.09581597149372101,0.09140010178089142,0.8900235891342163,0.8053780794143677,0.9227741956710815,0.9481983780860901,0.9577074646949768,0.9082683324813843,0.8343620300292969,0.939956545829773,0.9502407312393188,0.9637957215309143,0.9079890251159668,0.8333702087402344,0.9387638568878174,0.9500323534011841,0.9633494019508362,0.9016769528388977,0.8228586316108704,0.9324437379837036,0.9520509839057922,0.962054967880249,0.9018728137016296,0.8236295580863953,0.9365050196647644,0.9525143504142761,0.9634914398193359
87,0.43089738488197327,0.09910009056329727,0.08099612593650818,0.08209246397018433,0.08569329977035522,0.08301536738872528,0.9048844575881958,0.8281344175338745,0.9264954924583435,0.9512213468551636,0.9599020481109619,0.9207175374031067,0.8543322682380676,0.9440048336982727,0.9548611640930176,0.966659665107727,0.9195716977119446,0.8523109555244446,0.9459274411201477,0.9540019035339355,0.9669709801673889,0.9158893823623657,0.8461201786994934,0.9421351552009583,0.9550322890281677,0.9661280512809753,0.9152411222457886,0.8450607061386108,0.9424751400947571,0.9556487202644348,0.9664462804794312
88,0.43936067819595337,0.0978141725063324,0.08287961781024933,0.08543529361486435,0.08877193182706833,0.08445967733860016,0.9049390554428101,0.8283551931381226,0.9334434270858765,0.9490636587142944,0.9613469243049622,0.9198668599128723,0.8528997302055359,0.9474855065345764,0.9517005085945129,0.9666665196418762,0.9181248545646667,0.8497650027275085,0.9468327164649963,0.950626015663147,0.966088593006134,0.9142109155654907,0.8431475758552551,0.9430400133132935,0.9511690139770508,0.9650848507881165,0.9142048954963684,0.8432818651199341,0.9454603791236877,0.9528629779815674,0.966431200504303
89,0.4614173471927643,0.10324786603450775,0.08695048838853836,0.09011092036962509,0.09269337356090546,0.08841461688280106,0.903197169303894,0.8252882957458496,0.9248487949371338,0.9490752816200256,0.9586559534072876,0.9178029298782349,0.8494345545768738,0.9417932033538818,0.9514692425727844,0.9647964239120483,0.9156234860420227,0.8458577990531921,0.9434479475021362,0.9475712776184082,0.9639652371406555,0.9100475311279297,0.8365795016288757,0.9404773116111755,0.9479358196258545,0.963161826133728,0.9115995168685913,0.8390311002731323,0.9406818747520447,0.9522008299827576,0.9646986722946167
90,0.42249616980552673,0.0951191633939743,0.07857172936201096,0.08168242871761322,0.0859413668513298,0.08118151873350143,0.9029837846755981,0.8252347111701965,0.9325389266014099,0.9508456587791443,0.9616734981536865,0.9195288419723511,0.8524859547615051,0.9470031261444092,0.955549418926239,0.9678428769111633,0.9179205894470215,0.8498450517654419,0.9472187757492065,0.953940749168396,0.9673570990562439,0.9133111238479614,0.8421004414558411,0.9422955513000488,0.9547740817070007,0.9660902619361877,0.9134079217910767,0.8422214388847351,0.9450585842132568,0.9557293653488159,0.9672902226448059
91,0.4737597405910492,0.10284306108951569,0.08871203660964966,0.09352095425128937,0.09797763079404831,0.09070618450641632,0.8997012972831726,0.8203771710395813,0.9239104986190796,0.9499106407165527,0.9586454033851624,0.9135532379150391,0.8427192568778992,0.939423143863678,0.9495154619216919,0.9633780121803284,0.9108142852783203,0.8379747271537781,0.9390255808830261,0.9464919567108154,0.9622065424919128,0.9057008624076843,0.8295973539352417,0.9361105561256409,0.9468996524810791,0.9614363312721252,0.907314121723175,0.8323055505752563,0.9374179840087891,0.9505327343940735,0.9630990624427795
