,loss,side_5_loss,side_6_loss,side_7_loss,side_8_loss,activation_233_loss,side_9_loss,side_5_dice_coef,side_5_jacard,side_5_recall_1,side_5_precision_1,side_5_accuracy,side_6_dice_coef,side_6_jacard,side_6_recall_1,side_6_precision_1,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall_1,side_7_precision_1,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall_1,side_8_precision_1,side_8_accuracy,activation_233_dice_coef,activation_233_jacard,activation_233_recall_1,activation_233_precision_1,activation_233_accuracy,side_9_dice_coef,side_9_jacard,side_9_recall_1,side_9_precision_1,side_9_accuracy
114,1.2251418828964233,0.10451483726501465,0.05958564952015877,0.05724477022886276,0.05799797177314758,0.38839083909988403,0.5574077367782593,0.8896797895431519,0.8059490919113159,0.9328075051307678,0.948201060295105,0.9608513116836548,0.9374200701713562,0.8831000328063965,0.9593900442123413,0.9661505818367004,0.9754066467285156,0.9416096806526184,0.8904096484184265,0.9595258831977844,0.9699621200561523,0.9767431616783142,0.9421895742416382,0.8914663195610046,0.9584935903549194,0.9712632894515991,0.9768503904342651,0.5855081677436829,0.42484936118125916,0.9514166712760925,0.9494360685348511,0.9671129584312439,0.5532621145248413,0.40190714597702026,0.9943771958351135,0.3381437063217163,0.3532320559024811
115,1.2906279563903809,0.1301541030406952,0.06795131415128708,0.06569154560565948,0.07104118913412094,0.3956579864025116,0.5601319074630737,0.8777987360954285,0.7894712686538696,0.9085080027580261,0.9496037364006042,0.9537085294723511,0.9331191182136536,0.8757103681564331,0.9515483379364014,0.9627997875213623,0.9717636108398438,0.9371505975723267,0.8831065893173218,0.953251838684082,0.9674727916717529,0.9738908410072327,0.9360610842704773,0.8816024661064148,0.9501276612281799,0.9684268832206726,0.9732110500335693,0.5804569125175476,0.42000287771224976,0.9394733905792236,0.9444438815116882,0.9616333246231079,0.5489130616188049,0.39821791648864746,0.9937090873718262,0.33849644660949707,0.354458749294281
116,1.2298896312713623,0.10820561647415161,0.05884077399969101,0.05855301022529602,0.058684028685092926,0.38847336173057556,0.5571327805519104,0.8851691484451294,0.8005988001823425,0.9259302020072937,0.9497032761573792,0.9592087864875793,0.9362360239028931,0.881244957447052,0.9579378962516785,0.9684653878211975,0.9757276177406311,0.9403384327888489,0.8884804844856262,0.9575230479240417,0.9708869457244873,0.9764117002487183,0.9407503008842468,0.889114499092102,0.9581919312477112,0.9710792303085327,0.9766914248466492,0.5861893892288208,0.42499297857284546,0.9520767331123352,0.950254499912262,0.967606246471405,0.5534378886222839,0.4015461802482605,0.9944247603416443,0.33960211277008057,0.35740166902542114
117,1.2368773221969604,0.1128944605588913,0.058260489255189896,0.05783314257860184,0.061257947236299515,0.39043518900871277,0.5561959743499756,0.8929762840270996,0.8098503351211548,0.9214874505996704,0.9507821202278137,0.9581794738769531,0.9387432336807251,0.8854478597640991,0.9590888023376465,0.9680102467536926,0.9759422540664673,0.9419001340866089,0.8909749984741211,0.9566833972930908,0.9715132713317871,0.976352334022522,0.9425615072250366,0.8921130299568176,0.9555854797363281,0.971112847328186,0.9758647680282593,0.5866591930389404,0.42445510625839233,0.9480791687965393,0.9489389657974243,0.9658926725387573,0.5537807941436768,0.40129533410072327,0.9942060112953186,0.34000593423843384,0.3586222231388092
118,1.2192820310592651,0.09999878704547882,0.06057681515812874,0.05820149928331375,0.05901523679494858,0.38572829961776733,0.5557617545127869,0.8934303522109985,0.8117296099662781,0.9375680685043335,0.9491432309150696,0.96266770362854,0.9384093284606934,0.8846368789672852,0.9585814476013184,0.9652535319328308,0.9748426079750061,0.9430774450302124,0.89289790391922,0.9597200751304626,0.9691969752311707,0.9765467047691345,0.943802535533905,0.8940480351448059,0.9586777687072754,0.9696445465087891,0.9763635993003845,0.5869484543800354,0.4263797402381897,0.9547112584114075,0.9531176090240479,0.9694334864616394,0.555036187171936,0.40321022272109985,0.994305431842804,0.3399973213672638,0.35856667160987854
119,1.2401564121246338,0.1074526309967041,0.06289926916360855,0.06080664321780205,0.06241915374994278,0.3896715044975281,0.5569072961807251,0.8874137997627258,0.8032336235046387,0.9272783398628235,0.9491262435913086,0.9594351649284363,0.9346321821212769,0.8785797953605652,0.9564028382301331,0.9659410119056702,0.974380373954773,0.9403980374336243,0.8884512186050415,0.955971896648407,0.9698458313941956,0.9755629301071167,0.9402481317520142,0.8884517550468445,0.9554257988929749,0.9695088863372803,0.9752741456031799,0.5839207172393799,0.42340248823165894,0.9490949511528015,0.9478175640106201,0.9658190608024597,0.5523711442947388,0.4013043940067291,0.99386066198349,0.33967217803001404,0.35777828097343445
120,1.2306602001190186,0.10606832802295685,0.05946076661348343,0.05895082280039787,0.06107446551322937,0.3896002471446991,0.5555055141448975,0.889312744140625,0.8062456846237183,0.9303614497184753,0.9509917497634888,0.961039125919342,0.9374410510063171,0.8831348419189453,0.957314670085907,0.9682151079177856,0.9754431247711182,0.9408947825431824,0.8893254399299622,0.9582076668739319,0.9701473712921143,0.9763824343681335,0.9407526850700378,0.8890994191169739,0.9569397568702698,0.9702445268630981,0.9760079979896545,0.5824013948440552,0.42296314239501953,0.9511454105377197,0.9509735107421875,0.9675645232200623,0.5516620874404907,0.40157994627952576,0.9942448139190674,0.3392294943332672,0.35639241337776184
121,1.2497525215148926,0.11873330920934677,0.05983468145132065,0.05912601947784424,0.06332480162382126,0.392509788274765,0.5562239289283752,0.8876487612724304,0.8012958765029907,0.9150391817092896,0.9518874883651733,0.9565237760543823,0.9367866516113281,0.8818860054016113,0.9567029476165771,0.9684402942657471,0.9753232598304749,0.9428396224975586,0.8924611210823059,0.9567037224769592,0.9704103469848633,0.9759880304336548,0.9409575462341309,0.8893464803695679,0.952115535736084,0.9708282351493835,0.9746540188789368,0.5833482146263123,0.42174357175827026,0.9437588453292847,0.9505988359451294,0.9651135802268982,0.5511351823806763,0.39975711703300476,0.9940640330314636,0.33972737193107605,0.3578721284866333
122,1.2089240550994873,0.10027723014354706,0.056191444396972656,0.05531539395451546,0.05539127066731453,0.3875903785228729,0.5541584491729736,0.8887370824813843,0.8070386052131653,0.9369152784347534,0.9514898657798767,0.9632696509361267,0.9395856857299805,0.8869468569755554,0.961620032787323,0.9687190651893616,0.9769940972328186,0.9411056637763977,0.8903213739395142,0.9598535895347595,0.9721745252609253,0.9775946140289307,0.9407070875167847,0.8897991180419922,0.9608110785484314,0.9715511202812195,0.9776926636695862,0.583215057849884,0.4236527383327484,0.9546847939491272,0.9512031078338623,0.9687570929527283,0.5525294542312622,0.4023641049861908,0.9941845536231995,0.3402053117752075,0.3591967225074768
123,1.218993902206421,0.1058201789855957,0.05708455294370651,0.05504859611392021,0.05625147745013237,0.39087918400764465,0.5539101362228394,0.8924335241317749,0.809586226940155,0.9276720881462097,0.9500778317451477,0.9598829746246338,0.9394984245300293,0.8867639303207397,0.9619757533073425,0.9673821330070496,0.9766533970832825,0.943861186504364,0.8943794369697571,0.9615732431411743,0.9706663489341736,0.9776389002799988,0.9452298879623413,0.8967657089233398,0.9598079323768616,0.9724533557891846,0.9776737093925476,0.5826753377914429,0.4216309189796448,0.9501503109931946,0.9514084458351135,0.9674031734466553,0.5515997409820557,0.4010879099369049,0.9942716360092163,0.34186580777168274,0.363873153924942
