,loss,side_6_loss,side_7_loss,side_8_loss,side_9_loss,side_10_loss,side_6_dice_coef,side_6_jacard,side_6_recall,side_6_precision,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall,side_7_precision,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall,side_8_precision,side_8_accuracy,side_9_dice_coef,side_9_jacard,side_9_recall,side_9_precision,side_9_accuracy,side_10_dice_coef,side_10_jacard,side_10_recall,side_10_precision,side_10_accuracy
0,3.30501127243042,0.5497851371765137,0.6257574558258057,0.6815544366836548,0.7850748896598816,0.6628394722938538,0.5905815362930298,0.4319484233856201,0.8010193705558777,0.582694411277771,0.7365770936012268,0.5301889181137085,0.3737337589263916,0.8145996332168579,0.501028835773468,0.6602031588554382,0.47043901681900024,0.31691497564315796,0.7538244128227234,0.45353853702545166,0.6064059138298035,0.43520188331604004,0.2855139970779419,0.6314049959182739,0.3932226598262787,0.5421521663665771,0.36326998472213745,0.22737328708171844,0.12168879806995392,0.35212814807891846,0.6242176294326782
1,2.5021395683288574,0.3457984924316406,0.3763490319252014,0.4781670570373535,0.6350806355476379,0.6667446494102478,0.6905845403671265,0.5364165902137756,0.7544271349906921,0.8269707560539246,0.862457811832428,0.6722061038017273,0.5161719918251038,0.7844691872596741,0.7897518873214722,0.8553155064582825,0.5757367610931396,0.4125363826751709,0.8029449582099915,0.6672593951225281,0.7963043451309204,0.5132385492324829,0.3526189923286438,0.7453212738037109,0.5021080374717712,0.6611962914466858,0.35356849431991577,0.22022028267383575,0.06158006563782692,0.3023473918437958,0.6316126585006714
2,2.283194065093994,0.3198107182979584,0.3404264450073242,0.3941304683685303,0.5454997420310974,0.6833269596099854,0.7204586267471313,0.5722457766532898,0.7487782835960388,0.8671517968177795,0.8752390742301941,0.7149115800857544,0.5667941570281982,0.7547967433929443,0.8520396947860718,0.8717131018638611,0.6316204071044922,0.47152337431907654,0.7950199246406555,0.7675610780715942,0.848032534122467,0.564882218837738,0.40358322858810425,0.7943556904792786,0.5793300867080688,0.7332331538200378,0.34563857316970825,0.21408453583717346,0.03659648820757866,0.22730673849582672,0.629125714302063
3,2.1410434246063232,0.2863333225250244,0.31165435910224915,0.3557989299297333,0.49390310049057007,0.693354606628418,0.7386274337768555,0.5946103930473328,0.7798153758049011,0.8752245903015137,0.8870276212692261,0.7321391701698303,0.5869273543357849,0.7640849947929382,0.8709679245948792,0.8809744715690613,0.6629008650779724,0.5044119358062744,0.782333254814148,0.8144727349281311,0.8650320768356323,0.5996519327163696,0.43820151686668396,0.8117181658744812,0.6323010921478271,0.7748734951019287,0.34513965249061584,0.21361896395683289,0.04583549126982689,0.2298952043056488,0.622342050075531
4,2.0619254112243652,0.27259010076522827,0.3016915023326874,0.33568888902664185,0.4530643820762634,0.6988906264305115,0.7476212382316589,0.6059285402297974,0.8027450442314148,0.8724434971809387,0.8927338719367981,0.7387102842330933,0.5954103469848633,0.7835073471069336,0.8639253973960876,0.8841150999069214,0.6774598360061646,0.5212778449058533,0.7846433520317078,0.8337965607643127,0.8732523322105408,0.6245993375778198,0.46607285737991333,0.8240501284599304,0.678803563117981,0.8070723414421082,0.3443416655063629,0.2135455161333084,0.05171821638941765,0.22222881019115448,0.6149832606315613
5,2.024902820587158,0.26693329215049744,0.2949647903442383,0.32670730352401733,0.43705853819847107,0.6992388367652893,0.7535267472267151,0.6161671876907349,0.8075093030929565,0.8759384155273438,0.8953797817230225,0.7434989213943481,0.6038208603858948,0.7896280288696289,0.8716005086898804,0.888617217540741,0.6837409138679504,0.5295819640159607,0.7770565748214722,0.8503886461257935,0.8773807287216187,0.6369564533233643,0.48005351424217224,0.8162705302238464,0.7083843946456909,0.8227950930595398,0.34503641724586487,0.21451595425605774,0.0671233981847763,0.25695741176605225,0.6157713532447815
6,1.9721845388412476,0.255481094121933,0.2874228358268738,0.3152642846107483,0.4141521453857422,0.6998639702796936,0.7636491656303406,0.6266952753067017,0.8040134906768799,0.8958512544631958,0.9013127684593201,0.7531737685203552,0.6148251891136169,0.7839571237564087,0.8821539878845215,0.890637218952179,0.6949120759963989,0.5414987802505493,0.7684967517852783,0.8673732876777649,0.881009042263031,0.6515835523605347,0.4951190948486328,0.8061065673828125,0.7399817109107971,0.8373227715492249,0.3489587903022766,0.217027947306633,0.07188910245895386,0.2655578851699829,0.6157868504524231
7,1.917541742324829,0.24313819408416748,0.273591548204422,0.3065395653247833,0.3963404595851898,0.6979318857192993,0.7729707956314087,0.6403419375419617,0.8255606293678284,0.8941014409065247,0.9071900844573975,0.7604916095733643,0.6253565549850464,0.8001130819320679,0.8879584074020386,0.897430956363678,0.6985920071601868,0.5471130609512329,0.7712070345878601,0.8772509694099426,0.885205090045929,0.6583181619644165,0.5046865940093994,0.8048556447029114,0.7577555179595947,0.8457441926002502,0.34879785776138306,0.21772401034832,0.08809726685285568,0.2989046573638916,0.6186481714248657
8,1.779494285583496,0.20983770489692688,0.24044649302959442,0.2742955982685089,0.355469673871994,0.6994445323944092,0.8042150735855103,0.6786383986473083,0.8511353731155396,0.9087701439857483,0.9201154112815857,0.789501965045929,0.6597458124160767,0.8330773115158081,0.8963662385940552,0.9102518558502197,0.7289077043533325,0.5801330804824829,0.807331383228302,0.8860680460929871,0.8989200592041016,0.6908488273620605,0.5383357405662537,0.8336889743804932,0.7958702445030212,0.8703957796096802,0.355529248714447,0.22131364047527313,0.08565399050712585,0.29050976037979126,0.6169458031654358
9,1.8275423049926758,0.21729031205177307,0.25627702474594116,0.2876627445220947,0.3695670962333679,0.6967452168464661,0.797082781791687,0.6688023805618286,0.8438629508018494,0.9061516523361206,0.9169700741767883,0.7806282043457031,0.6478170156478882,0.8150002360343933,0.8942845463752747,0.9040796756744385,0.7203646898269653,0.5702882409095764,0.7831276655197144,0.8875232338905334,0.8922232389450073,0.6799813508987427,0.5262411832809448,0.8015702366828918,0.8000362515449524,0.8640420436859131,0.35258573293685913,0.2206524908542633,0.11049436032772064,0.34267333149909973,0.6244713068008423
