,loss,side_6_loss,side_7_loss,side_8_loss,activation_467_loss,average_3_loss,side_6_dice_coef,side_6_jacard,side_6_recall_3,side_6_precision_3,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall_3,side_7_precision_3,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall_3,side_8_precision_3,side_8_accuracy,activation_467_dice_coef,activation_467_jacard,activation_467_recall_3,activation_467_precision_3,activation_467_accuracy,average_3_dice_coef,average_3_jacard,average_3_recall_3,average_3_precision_3,average_3_accuracy
0,3.213404893875122,0.4742125868797302,0.5736600160598755,0.6427887082099915,0.7706747055053711,0.7520681619644165,0.5589094758033752,0.39712321758270264,0.5943078398704529,0.7210312485694885,0.7910135984420776,0.4653005003929138,0.31221282482147217,0.5709209442138672,0.5516687631607056,0.7063760161399841,0.37774911522865295,0.2373671978712082,0.34229475259780884,0.46428048610687256,0.6538975834846497,0.3875806927680969,0.24703645706176758,0.5081261396408081,0.3657872676849365,0.5486175417900085,0.19491884112358093,0.10827647149562836,0.0,0.0,0.6712144017219543
1,2.500084161758423,0.3451678156852722,0.3836817443370819,0.46844130754470825,0.6329325437545776,0.6698604226112366,0.6792855858802795,0.5251001119613647,0.7367144227027893,0.8137297630310059,0.8579888939857483,0.6372676491737366,0.4776339530944824,0.7526576519012451,0.7579079270362854,0.8396323919296265,0.5273824334144592,0.3644469380378723,0.6406060457229614,0.7140688300132751,0.7974980473518372,0.4598970413208008,0.3055623769760132,0.6898620128631592,0.4994766414165497,0.6707391142845154,0.25099116563796997,0.1438206136226654,0.0,0.0,0.6712144017219543
2,2.2972328662872314,0.33051836490631104,0.34978818893432617,0.3981131911277771,0.5663515329360962,0.6524616479873657,0.7045090198516846,0.5524172186851501,0.7542881369590759,0.8252280354499817,0.8666906952857971,0.6816731691360474,0.525130569934845,0.7435002326965332,0.8092417120933533,0.8580431342124939,0.6156002879142761,0.45146313309669495,0.7270352840423584,0.7598704695701599,0.8347136378288269,0.493842214345932,0.3342980146408081,0.7348657250404358,0.5719795227050781,0.7320250272750854,0.27147969603538513,0.15736187994480133,0.0,0.0,0.6712144017219543
3,2.126214027404785,0.301360547542572,0.3201954960823059,0.34962546825408936,0.522230863571167,0.6328020691871643,0.7204346060752869,0.574164628982544,0.7860109806060791,0.8397046327590942,0.8803107142448425,0.7061448693275452,0.5569823980331421,0.7742264866828918,0.8300586342811584,0.8736528754234314,0.6631108522415161,0.5060513615608215,0.7737998962402344,0.7961956262588501,0.8605055212974548,0.5159201622009277,0.35557395219802856,0.7774143815040588,0.6436170935630798,0.7852850556373596,0.28163355588912964,0.16420485079288483,0.0,0.0,0.6712144017219543
4,2.099651336669922,0.29190152883529663,0.3156975507736206,0.34339648485183716,0.5125458240509033,0.6361101865768433,0.7338774800300598,0.5880823135375977,0.7829541563987732,0.8571751117706299,0.8857457637786865,0.7148674726486206,0.5647159218788147,0.759951651096344,0.8490530252456665,0.8766545653343201,0.6821496486663818,0.5259740948677063,0.7623088955879211,0.8100811839103699,0.8630903959274292,0.523616373538971,0.3612605035305023,0.7723445296287537,0.6669721603393555,0.7983567714691162,0.2849980294704437,0.16651007533073425,0.0,0.0,0.6712144017219543
5,2.0208957195281982,0.27749067544937134,0.29999858140945435,0.3227888345718384,0.4972389340400696,0.623379111289978,0.7403495907783508,0.6000439524650574,0.8088831901550293,0.8507678508758545,0.8905137181282043,0.7226024270057678,0.5782147645950317,0.7889471650123596,0.8454314470291138,0.8831843137741089,0.6991768479347229,0.5494174361228943,0.7909365892410278,0.8199623227119446,0.8741645812988281,0.531175971031189,0.3695797622203827,0.7962083220481873,0.7036842703819275,0.8227620720863342,0.2897523045539856,0.1698126494884491,0.0,0.0,0.6712144017219543
6,1.9873195886611938,0.26278576254844666,0.2934923768043518,0.3153027892112732,0.4929293096065521,0.6228097081184387,0.7544377446174622,0.6149966716766357,0.8154033422470093,0.8683129549026489,0.8986486792564392,0.7309452891349792,0.5858304500579834,0.787761390209198,0.8535429835319519,0.8857771754264832,0.7060834169387817,0.5552135705947876,0.7802233695983887,0.829622209072113,0.8750583529472351,0.5364709496498108,0.37296953797340393,0.7853195071220398,0.7155450582504272,0.8267716765403748,0.2916986644268036,0.1711214780807495,0.0,0.0,0.6712144017219543
7,1.9911037683486938,0.268470823764801,0.29650676250457764,0.3141331076622009,0.4872850477695465,0.6247077584266663,0.7543215751647949,0.6153589487075806,0.8079120516777039,0.8658456206321716,0.895687460899353,0.7293096780776978,0.5843125581741333,0.7821539640426636,0.8560532927513123,0.8851333856582642,0.712993323802948,0.5642528533935547,0.7778154611587524,0.839507520198822,0.8780590295791626,0.5365528464317322,0.37399691343307495,0.7947525978088379,0.7306660413742065,0.836197555065155,0.29372096061706543,0.17252375185489655,0.0,0.0,0.6712144017219543
8,1.9019209146499634,0.25101062655448914,0.27276289463043213,0.28939661383628845,0.4755493700504303,0.6132018566131592,0.7693910598754883,0.6334986090660095,0.8194313049316406,0.8757683038711548,0.902413547039032,0.7513701319694519,0.6106945276260376,0.8066253662109375,0.8705014586448669,0.8969681859016418,0.7310763001441956,0.585141658782959,0.7973349094390869,0.8551632761955261,0.8889666199684143,0.5450977683067322,0.38154295086860657,0.8104909062385559,0.7551092505455017,0.851270318031311,0.2990599572658539,0.17614468932151794,0.0,0.0,0.6712144017219543
9,1.8288171291351318,0.22945773601531982,0.2524927854537964,0.27016681432724,0.46826276183128357,0.6084370017051697,0.7883290648460388,0.6591869592666626,0.820850670337677,0.9027715921401978,0.9120318293571472,0.7685778141021729,0.6335231065750122,0.8080408573150635,0.8928760886192322,0.9050122499465942,0.7460048794746399,0.6043769717216492,0.8037375211715698,0.8764200210571289,0.8982099890708923,0.5506665110588074,0.387046754360199,0.8220828175544739,0.7626163363456726,0.8573691248893738,0.30123817920684814,0.1776665449142456,0.0,0.0,0.6712144017219543
