,loss,side_6_loss,side_7_loss,side_8_loss,activation_64_loss,add_26_loss,side_6_dice_coef,side_6_jaccard,side_6_recall,side_6_precision,side_6_accuracy,side_7_dice_coef,side_7_jaccard,side_7_recall,side_7_precision,side_7_accuracy,side_8_dice_coef,side_8_jaccard,side_8_recall,side_8_precision,side_8_accuracy,activation_64_dice_coef,activation_64_jaccard,activation_64_recall,activation_64_precision,activation_64_accuracy,add_26_dice_coef,add_26_jaccard,add_26_recall,add_26_precision,add_26_accuracy,val_loss,val_side_6_loss,val_side_7_loss,val_side_8_loss,val_activation_64_loss,val_add_26_loss,val_side_6_dice_coef,val_side_6_jaccard,val_side_6_recall,val_side_6_precision,val_side_6_accuracy,val_side_7_dice_coef,val_side_7_jaccard,val_side_7_recall,val_side_7_precision,val_side_7_accuracy,val_side_8_dice_coef,val_side_8_jaccard,val_side_8_recall,val_side_8_precision,val_side_8_accuracy,val_activation_64_dice_coef,val_activation_64_jaccard,val_activation_64_recall,val_activation_64_precision,val_activation_64_accuracy,val_add_26_dice_coef,val_add_26_jaccard,val_add_26_recall,val_add_26_precision,val_add_26_accuracy
20,2.993086099624634,0.410245418548584,0.3916912376880646,0.3902844488620758,0.9445981979370117,0.8556259274482727,0.5895915031433105,0.54506915807724,0.8994081616401672,0.6902719736099243,0.9934922456741333,0.6081405878067017,0.5776539444923401,0.9265959858894348,0.5571979880332947,0.9897362589836121,0.6095467805862427,0.5802159905433655,0.9324922561645508,0.49183762073516846,0.9870091080665588,0.05538627505302429,0.0291347187012434,0.9916434288024902,0.21428638696670532,0.954697847366333,0.14433324337005615,0.0823814868927002,0.9374992847442627,0.4906575381755829,0.9869290590286255,3.589280843734741,0.5934030413627625,0.5821045637130737,0.581392228603363,0.9472199082374573,0.8845196962356567,0.40614616870880127,0.31921157240867615,0.6175045967102051,0.584941029548645,0.9893301129341125,0.41743203997612,0.3309153914451599,0.6519376039505005,0.5753827691078186,0.9891937375068665,0.4181435704231262,0.3318643271923065,0.6603173017501831,0.5707306861877441,0.9890905022621155,0.052721310406923294,0.027658160775899887,0.8624469637870789,0.3005189299583435,0.9722174406051636,0.11535226553678513,0.0643908679485321,0.6644490957260132,0.5670674443244934,0.9890031218528748
21,2.9844088554382324,0.40825438499450684,0.3893396556377411,0.387749046087265,0.9441418647766113,0.854282021522522,0.5915815830230713,0.5483391284942627,0.9045631289482117,0.6921244859695435,0.9935644268989563,0.6104908585548401,0.5817337036132812,0.9304352402687073,0.5606635808944702,0.989872395992279,0.6120813488960266,0.5846426486968994,0.9362682700157166,0.4954458177089691,0.9871771931648254,0.05584218353033066,0.02938728779554367,0.9923650622367859,0.21946465969085693,0.9560096859931946,0.14567820727825165,0.0832628458738327,0.9411715865135193,0.494342565536499,0.9871000051498413,3.587472438812256,0.5938325524330139,0.5810336470603943,0.5804899334907532,0.9470790028572083,0.8843957781791687,0.405717134475708,0.3195713460445404,0.6041697263717651,0.5998269319534302,0.9896208643913269,0.4185017943382263,0.33291804790496826,0.6433203220367432,0.5858104228973389,0.9894289374351501,0.41904497146606445,0.33360525965690613,0.6521844863891602,0.5787938833236694,0.989277184009552,0.05286240577697754,0.02773766964673996,0.8488824963569641,0.3297044336795807,0.9756380915641785,0.11547620594501495,0.06449829041957855,0.6563149094581604,0.5758257508277893,0.9892120361328125
22,2.98189377784729,0.4077011048793793,0.38906535506248474,0.3875250220298767,0.9436945915222168,0.853266179561615,0.5921350121498108,0.5491886734962463,0.9051284790039062,0.6857330799102783,0.9934213161468506,0.610765278339386,0.5821321606636047,0.9316880702972412,0.5473554134368896,0.9893795251846313,0.612305223941803,0.584954559803009,0.9373230338096619,0.4833088517189026,0.986595094203949,0.05628986656665802,0.02963542565703392,0.9926864504814148,0.22405602037906647,0.9571343064308167,0.14669248461723328,0.08392979204654694,0.9421776533126831,0.48227211833000183,0.9865175485610962,3.574815511703491,0.5888478755950928,0.5778874754905701,0.5771374702453613,0.9469273090362549,0.8833792805671692,0.4106963574886322,0.32292768359184265,0.6153506636619568,0.5887214541435242,0.9894192218780518,0.42164453864097595,0.3348299264907837,0.6490762829780579,0.5769771337509155,0.9892370700836182,0.42239370942115784,0.33579036593437195,0.6575040221214294,0.5721733570098877,0.9891312718391418,0.05301390960812569,0.02782164141535759,0.8452391624450684,0.3283395767211914,0.9755486249923706,0.11649145185947418,0.06508826464414597,0.6616531610488892,0.5686731338500977,0.9890496134757996
23,2.9784021377563477,0.40703752636909485,0.3884541690349579,0.38681650161743164,0.9432454109191895,0.8522102236747742,0.5927982330322266,0.5502544641494751,0.9067448377609253,0.6916993856430054,0.9935692548751831,0.6113765239715576,0.583122730255127,0.9321401119232178,0.5550518035888672,0.9896714091300964,0.613013505935669,0.5861209034919739,0.9383570551872253,0.48093175888061523,0.9864753484725952,0.05673850700259209,0.029884159564971924,0.9929643273353577,0.23199936747550964,0.9589830636978149,0.14774909615516663,0.08461736142635345,0.943111777305603,0.48049217462539673,0.9864259958267212,3.719597816467285,0.6356247067451477,0.620286226272583,0.6175944209098816,0.949569582939148,0.8958893418312073,0.3639715611934662,0.2827267050743103,0.5011043548583984,0.6583089828491211,0.99019855260849,0.3792929947376251,0.2986363470554352,0.5311465859413147,0.6508625745773315,0.9902491569519043,0.38198167085647583,0.3014034032821655,0.5414534211158752,0.6440770030021667,0.9901875257492065,0.050374869257211685,0.026389313861727715,0.7528409361839294,0.42604362964630127,0.983539342880249,0.10399520397186279,0.05768957361578941,0.54582679271698,0.6412996649742126,0.9901620149612427
24,2.971782922744751,0.40572744607925415,0.38670825958251953,0.3850145637989044,0.9427751898765564,0.8509201407432556,0.5941082239151001,0.5524291396141052,0.9096309542655945,0.6919741630554199,0.9935929775238037,0.613121747970581,0.5862171053886414,0.9366695284843445,0.5533791184425354,0.9896109700202942,0.6148152351379395,0.5893440842628479,0.9415382742881775,0.4835834205150604,0.9866045117378235,0.05720903351902962,0.0301455520093441,0.9937398433685303,0.24057510495185852,0.9608303308486938,0.14903885126113892,0.0854681208729744,0.9464623928070068,0.48297274112701416,0.9865443706512451,3.628006935119629,0.6122663021087646,0.5908298492431641,0.5893332958221436,0.9475674629211426,0.8873756527900696,0.3873038589954376,0.30420801043510437,0.5503602623939514,0.6364019513130188,0.990105390548706,0.40871649980545044,0.3252997100353241,0.6048703193664551,0.614453136920929,0.9899300932884216,0.4102112352848053,0.32707709074020386,0.6125760674476624,0.6099662780761719,0.9898650646209717,0.05237434431910515,0.027483142912387848,0.8019260168075562,0.38460975885391235,0.9807047843933105,0.11249944567680359,0.06277572363615036,0.6164396405220032,0.606931209564209,0.9898145198822021
25,2.9691481590270996,0.4053483009338379,0.3862718939781189,0.38463088870048523,0.9423176050186157,0.8499428629875183,0.5944867134094238,0.55302494764328,0.9088467955589294,0.6860160231590271,0.9934544563293457,0.6135579347610474,0.5869501233100891,0.935612678527832,0.5554652214050293,0.9896951913833618,0.6151987910270691,0.5899773836135864,0.9414792060852051,0.4887738525867462,0.9868589639663696,0.05766681209206581,0.030399655923247337,0.9939599633216858,0.24716585874557495,0.9621731042861938,0.15001589059829712,0.08610609918832779,0.9460963606834412,0.4881843328475952,0.9868050217628479,3.577622413635254,0.5902259349822998,0.5794655084609985,0.5789794325828552,0.9463408589363098,0.8819777369499207,0.40931984782218933,0.3215382993221283,0.6124586462974548,0.590196430683136,0.9894413948059082,0.4200681149959564,0.33332833647727966,0.6491349935531616,0.5740966796875,0.9891619086265564,0.4205537438392639,0.3338997960090637,0.6560747027397156,0.5687688589096069,0.9890410304069519,0.053599707782268524,0.028145279735326767,0.829909086227417,0.3582334816455841,0.9784493446350098,0.1178915873169899,0.06598450243473053,0.660149097442627,0.5656739473342896,0.9889683723449707
26,2.969719171524048,0.4058725833892822,0.3869950473308563,0.3853113651275635,0.9418659210205078,0.8490350246429443,0.5939629077911377,0.5521671772003174,0.9087911248207092,0.6866233348846436,0.9934653043746948,0.6128350496292114,0.5857016444206238,0.9354256987571716,0.5578489303588867,0.9897785186767578,0.6145180463790894,0.5888112187385559,0.9412880539894104,0.4861171841621399,0.986727237701416,0.05811784416437149,0.03065061941742897,0.9940014481544495,0.25244390964508057,0.9632001519203186,0.15092270076274872,0.08670272678136826,0.9459370374679565,0.48593729734420776,0.9866915941238403,3.6501076221466064,0.6152213215827942,0.600419819355011,0.5983890295028687,0.9474045038223267,0.8880386352539062,0.38435184955596924,0.3028269112110138,0.5461403727531433,0.6479746103286743,0.9902775883674622,0.39913713932037354,0.31792014837265015,0.5851682424545288,0.6336644887924194,0.9902142286300659,0.40116560459136963,0.3199171721935272,0.5974435210227966,0.624720573425293,0.9900931119918823,0.05253719538450241,0.027574751526117325,0.7888286709785461,0.3963755667209625,0.9815871715545654,0.11183728277683258,0.062450915575027466,0.6011856198310852,0.6217744946479797,0.990050733089447
27,2.9576828479766846,0.4033171236515045,0.38334402441978455,0.38155677914619446,0.9413864612579346,0.847445011138916,0.5965176224708557,0.5565066933631897,0.914486289024353,0.687475860118866,0.993518054485321,0.616485059261322,0.5922581553459167,0.9408695697784424,0.5613234639167786,0.9899195432662964,0.6182715892791748,0.5955861806869507,0.9463496804237366,0.4909166097640991,0.986956775188446,0.05859691649675369,0.030916990712285042,0.9942399263381958,0.26127687096595764,0.9648228287696838,0.15251295268535614,0.08775237947702408,0.9510933756828308,0.4908035695552826,0.9869219064712524,3.5619540214538574,0.5866797566413879,0.5759867429733276,0.5746335387229919,0.9451948404312134,0.8788263201713562,0.41286206245422363,0.32510074973106384,0.627429723739624,0.589828610420227,0.9894859790802002,0.4235430061817169,0.3367944359779358,0.6641234159469604,0.5700051188468933,0.9891002178192139,0.42489492893218994,0.33819907903671265,0.6744862794876099,0.5639630556106567,0.9889599084854126,0.054744552820920944,0.02877974323928356,0.8441982269287109,0.35422447323799133,0.9779558181762695,0.12103879451751709,0.06794680655002594,0.6781322956085205,0.5609084367752075,0.988882839679718
28,2.9575600624084473,0.4036928117275238,0.38386398553848267,0.38193994760513306,0.9409167766571045,0.8465080261230469,0.5961418747901917,0.5558598041534424,0.9134159684181213,0.6924934387207031,0.9936325550079346,0.6159652471542358,0.591309130191803,0.9407793283462524,0.5621922016143799,0.9899511933326721,0.6178888082504272,0.5948740839958191,0.9461606740951538,0.4851766526699066,0.9866796135902405,0.05906672030687332,0.03117864392697811,0.9943535923957825,0.2661718726158142,0.9656779766082764,0.1534489393234253,0.08837884664535522,0.950818657875061,0.4853816330432892,0.986659586429596,3.713371753692627,0.6349751353263855,0.6195752024650574,0.6170068979263306,0.948901355266571,0.8922803997993469,0.3646204173564911,0.2873394787311554,0.5109373927116394,0.6650009155273438,0.9903439879417419,0.3800031244754791,0.3024509847164154,0.5486653447151184,0.6520678997039795,0.99034583568573,0.382568359375,0.3051382601261139,0.5619162321090698,0.6417359113693237,0.9902320504188538,0.05104181915521622,0.0267721489071846,0.7289136052131653,0.4510755240917206,0.9848642349243164,0.10760029405355453,0.060034118592739105,0.5652953386306763,0.6390671133995056,0.9902006983757019
29,2.956925392150879,0.40360063314437866,0.3842286169528961,0.38248589634895325,0.9404396414756775,0.8455342650413513,0.5962339043617249,0.5559936761856079,0.9140297174453735,0.6922376751899719,0.9936290979385376,0.6156005859375,0.5906322002410889,0.9409787654876709,0.5605401992797852,0.9898892641067505,0.6173431873321533,0.5938681960105896,0.9463890790939331,0.4856112599372864,0.9866964221000671,0.05954388901591301,0.03144453093409538,0.9944400191307068,0.2747722864151001,0.9671069383621216,0.154422327876091,0.08902408182621002,0.9509893655776978,0.48566824197769165,0.9866712689399719,3.6124002933502197,0.6030617952346802,0.5900978446006775,0.5889139175415039,0.9464030861854553,0.8832917213439941,0.39649808406829834,0.312665194272995,0.5797005295753479,0.6240612864494324,0.9900137186050415,0.40944769978523254,0.3260950446128845,0.6176860928535461,0.6079779267311096,0.9898423552513123,0.41063037514686584,0.3273027539253235,0.6272469162940979,0.6010699272155762,0.9897221922874451,0.05353730171918869,0.028124136850237846,0.7878237366676331,0.41571158170700073,0.9827726483345032,0.11657892167568207,0.06532860547304153,0.6308061480522156,0.5981589555740356,0.9896681904792786
