,loss,dice_coef,jacard,recall,precision,accuracy
0,0.5203420519828796,0.3519608676433563,0.2210601419210434,0.6460338830947876,0.36596980690956116,0.7735855579376221
1,0.3151344954967499,0.4572749435901642,0.3017410933971405,0.5636376738548279,0.7997103929519653,0.9112395644187927
2,0.27516528964042664,0.49272429943084717,0.33323368430137634,0.5972812175750732,0.8199251294136047,0.9179460406303406
3,0.2526584565639496,0.5126535892486572,0.3514997363090515,0.632381021976471,0.8120168447494507,0.9210016131401062
4,0.23493638634681702,0.5334112644195557,0.37098777294158936,0.661370038986206,0.8219934105873108,0.9259442687034607
5,0.22261612117290497,0.5557600259780884,0.3922036290168762,0.6960620284080505,0.8170806169509888,0.9293385148048401
6,0.21110165119171143,0.5683624148368835,0.40530163049697876,0.7040942311286926,0.8284215331077576,0.9321105480194092
7,0.20333442091941833,0.5821354985237122,0.4192677438259125,0.7185593247413635,0.8278496265411377,0.9337815046310425
8,0.1928296983242035,0.5982577800750732,0.43639564514160156,0.7371213436126709,0.8413403630256653,0.9382346272468567
9,0.19241571426391602,0.604957103729248,0.44276493787765503,0.739281415939331,0.8306165337562561,0.9367608428001404
10,0.1826000213623047,0.6161603331565857,0.4548071324825287,0.7464038729667664,0.8523480892181396,0.9411532878875732
11,0.17521890997886658,0.6329144239425659,0.4727555811405182,0.7625287175178528,0.8592187166213989,0.9443016648292542
12,0.1728154569864273,0.639046847820282,0.48017773032188416,0.7619920969009399,0.8621096611022949,0.9446896910667419
13,0.16467900574207306,0.6480737924575806,0.4905242919921875,0.7718186974525452,0.8662195801734924,0.9466105103492737
14,0.15845046937465668,0.6588900685310364,0.5026431083679199,0.7839383482933044,0.8724511861801147,0.949179470539093
15,0.15433336794376373,0.6618655323982239,0.5058985948562622,0.7835023403167725,0.8812178373336792,0.9504956603050232
16,0.1499033421278,0.6796889305114746,0.5255608558654785,0.7943010330200195,0.882919430732727,0.9521985054016113
17,0.14220966398715973,0.6852474808692932,0.5328999161720276,0.806376039981842,0.888189435005188,0.9546409845352173
18,0.1375546008348465,0.6929392218589783,0.5420039296150208,0.809380829334259,0.8934030532836914,0.9558617472648621
19,0.13809223473072052,0.7019917368888855,0.5520341396331787,0.8143421411514282,0.8899626135826111,0.9559915065765381
20,0.12993690371513367,0.7088063955307007,0.5600108504295349,0.8233383893966675,0.899479329586029,0.9587079882621765
21,0.12614667415618896,0.7182071208953857,0.5708756446838379,0.8283107280731201,0.9022848010063171,0.9598262906074524
22,0.12572862207889557,0.7215935587882996,0.5764391422271729,0.8275778889656067,0.9027912020683289,0.9598052501678467
23,0.11935009807348251,0.7321232557296753,0.5877750515937805,0.8408995270729065,0.907863199710846,0.9624320268630981
24,0.11532507091760635,0.7367624640464783,0.5948323607444763,0.8434297442436218,0.9110279083251953,0.9632772207260132
25,0.11147603392601013,0.7425093650817871,0.6025394201278687,0.8520826697349548,0.9163888096809387,0.9653181433677673
26,0.10824952274560928,0.7513746619224548,0.612007737159729,0.852369487285614,0.9229636192321777,0.966376543045044
27,0.10583386570215225,0.7563809752464294,0.6190186738967896,0.8558350801467896,0.9215196967124939,0.966641366481781
28,0.10389640182256699,0.7614459991455078,0.6250564455986023,0.8624545335769653,0.9182049036026001,0.9670529961585999
29,0.09952125698328018,0.7696892619132996,0.6360434889793396,0.8707103729248047,0.9232383370399475,0.9690028429031372
30,0.09595101326704025,0.7736144065856934,0.6416245102882385,0.8737770915031433,0.9254640936851501,0.9697855114936829
31,0.09585396945476532,0.774803638458252,0.643950343132019,0.8717330694198608,0.9268879294395447,0.969719409942627
32,0.09150039404630661,0.7858636379241943,0.6570025682449341,0.878052830696106,0.9328910112380981,0.9715502262115479
33,0.08597654104232788,0.7926647663116455,0.6675535440444946,0.8906406164169312,0.9309635758399963,0.9730426073074341
34,0.08518869429826736,0.7975251078605652,0.6731000542640686,0.887906014919281,0.9355472922325134,0.9733712673187256
35,0.08202904462814331,0.8037006258964539,0.6807623505592346,0.8943470120429993,0.9362354278564453,0.9744007587432861
36,0.07739368081092834,0.8107336163520813,0.6911519765853882,0.9028269648551941,0.9420987963676453,0.9765378832817078
37,0.07571521401405334,0.8151992559432983,0.6965963244438171,0.903991162776947,0.941186785697937,0.9765626788139343
38,0.07614000141620636,0.8150976300239563,0.6985666155815125,0.9028430581092834,0.9386274218559265,0.9759952425956726
39,0.0720202773809433,0.8220311999320984,0.7068471312522888,0.9089841246604919,0.9437645673751831,0.9776877760887146
40,0.06942566484212875,0.8298255801200867,0.717679500579834,0.9124755263328552,0.9447420239448547,0.9783458709716797
