,loss,side_6_loss,side_7_loss,side_8_loss,activation_1039_loss,out_10_loss,side_6_dice_coef,side_6_jacard,side_6_recall_15,side_6_precision_15,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall_15,side_7_precision_15,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall_15,side_8_precision_15,side_8_accuracy,activation_1039_dice_coef,activation_1039_jacard,activation_1039_recall_15,activation_1039_precision_15,activation_1039_accuracy,out_10_dice_coef,out_10_jacard,out_10_recall_15,out_10_precision_15,out_10_accuracy,val_loss,val_side_6_loss,val_side_7_loss,val_side_8_loss,val_activation_1039_loss,val_out_10_loss,val_side_6_dice_coef,val_side_6_jacard,val_side_6_recall_15,val_side_6_precision_15,val_side_6_accuracy,val_side_7_dice_coef,val_side_7_jacard,val_side_7_recall_15,val_side_7_precision_15,val_side_7_accuracy,val_side_8_dice_coef,val_side_8_jacard,val_side_8_recall_15,val_side_8_precision_15,val_side_8_accuracy,val_activation_1039_dice_coef,val_activation_1039_jacard,val_activation_1039_recall_15,val_activation_1039_precision_15,val_activation_1039_accuracy,val_out_10_dice_coef,val_out_10_jacard,val_out_10_recall_15,val_out_10_precision_15,val_out_10_accuracy
33,1.3321506977081299,0.05158745124936104,0.03501946106553078,0.032439589500427246,0.5851402878761292,0.6270291805267334,0.9484122395515442,0.9028164744377136,0.9178203344345093,0.9750859141349792,0.9766253232955933,0.9649807810783386,0.9328402280807495,0.932148277759552,0.9838660359382629,0.9800022840499878,0.9675604701042175,0.9376567602157593,0.9345716834068298,0.984893262386322,0.9804695248603821,0.41485947370529175,0.2717939019203186,0.967974066734314,0.9002889394760132,0.96696937084198,0.3729706406593323,0.2392050325870514,0.9581809043884277,0.9477013349533081,0.9752839803695679,2.6170451641082764,0.4317895472049713,0.4236322343349457,0.4196976125240326,0.6560133695602417,0.6849762201309204,0.5682103037834167,0.42142781615257263,0.61699378490448,0.558255136013031,0.8525756597518921,0.5763678550720215,0.43033766746520996,0.6230395436286926,0.5647386908531189,0.8548566699028015,0.5803024172782898,0.43469420075416565,0.6284217238426208,0.5653504133224487,0.8552242517471313,0.34398648142814636,0.21653425693511963,0.7122571468353271,0.5007666349411011,0.8295896649360657,0.3150236904621124,0.19489702582359314,0.6700499057769775,0.5239533185958862,0.8403857946395874
34,1.3225021362304688,0.048887573182582855,0.03250619396567345,0.03010719083249569,0.5844355821609497,0.6256278157234192,0.9511127471923828,0.9076251983642578,0.9223165512084961,0.9762001633644104,0.9773758053779602,0.967494010925293,0.9375235438346863,0.9349017143249512,0.9853630065917969,0.9806216359138489,0.9698927998542786,0.9420202374458313,0.9367675185203552,0.986564040184021,0.9810813665390015,0.4155643582344055,0.27239614725112915,0.9694379568099976,0.9052515029907227,0.968092143535614,0.3743719458580017,0.24037830531597137,0.9609652161598206,0.9489356279373169,0.9757661819458008,2.6385586261749268,0.4339151382446289,0.4293227791786194,0.42606520652770996,0.6605056524276733,0.687809944152832,0.5660849213600159,0.41867774724960327,0.5787733793258667,0.5885310769081116,0.8607051968574524,0.5706771612167358,0.42464208602905273,0.5721299052238464,0.5996478199958801,0.86345374584198,0.5739347338676453,0.4284159541130066,0.5763802528381348,0.6005322337150574,0.8639005422592163,0.3394945561885834,0.21288180351257324,0.6696650385856628,0.532619297504425,0.8435372114181519,0.3121900260448456,0.19265908002853394,0.6315548419952393,0.5529994368553162,0.8509191274642944
35,1.3187034130096436,0.04823409020900726,0.03173615783452988,0.0291980542242527,0.5839630365371704,0.6246299743652344,0.9517656564712524,0.9088236093521118,0.9237809777259827,0.9763878583908081,0.9776657223701477,0.9682637453079224,0.938934326171875,0.9362546801567078,0.9852445721626282,0.9807931780815125,0.9708017110824585,0.9437057375907898,0.9382956624031067,0.9865056872367859,0.9812747240066528,0.4160369038581848,0.27278611063957214,0.9703289866447449,0.9104938507080078,0.9692162275314331,0.37536972761154175,0.2412203848361969,0.9617342948913574,0.9493721723556519,0.975977897644043,2.70263671875,0.4506737291812897,0.4462488293647766,0.44237852096557617,0.667419970035553,0.6949725151062012,0.5493261814117432,0.4033890664577484,0.5068650245666504,0.6405157446861267,0.8695173263549805,0.5537511706352234,0.4095727801322937,0.5043027997016907,0.6572698950767517,0.8727534413337708,0.5576213598251343,0.41361817717552185,0.5087753534317017,0.6579943299293518,0.87321937084198,0.332580029964447,0.20742475986480713,0.6163681149482727,0.5796360373497009,0.858589768409729,0.30502742528915405,0.18721340596675873,0.5694423317909241,0.6010931730270386,0.8633490800857544
36,1.3155936002731323,0.04740459471940994,0.03136804327368736,0.02870510146021843,0.5835180878639221,0.623653769493103,0.9525952339172363,0.9102721214294434,0.9252338409423828,0.9769150614738464,0.9779623746871948,0.9686316251754761,0.9396113157272339,0.9367586374282837,0.9857561588287354,0.9809943437576294,0.9712950587272644,0.944625973701477,0.938555896282196,0.9870731234550476,0.9814653396606445,0.41648173332214355,0.2731614410877228,0.970678448677063,0.9144394993782043,0.9700336456298828,0.3763464093208313,0.24205264449119568,0.9626010656356812,0.9502284526824951,0.9762480854988098,2.861833095550537,0.4962676167488098,0.49158257246017456,0.48476308584213257,0.6814495325088501,0.7068235278129578,0.5037323832511902,0.35992592573165894,0.41650456190109253,0.6910646557807922,0.8718447685241699,0.5084174275398254,0.3659515082836151,0.4182031750679016,0.7025577425956726,0.8736187815666199,0.5152369737625122,0.37249481678009033,0.42559710144996643,0.702966034412384,0.8743330836296082,0.3185504972934723,0.1968422830104828,0.5330184698104858,0.6245961785316467,0.8668603897094727,0.2931763827800751,0.17850908637046814,0.4825822710990906,0.6509286165237427,0.8697580099105835
37,1.3111920356750488,0.04631878808140755,0.030359018594026566,0.027974342927336693,0.5830373764038086,0.6225546598434448,0.9536806344985962,0.912151038646698,0.9279265403747559,0.9768615365028381,0.9782896041870117,0.9696400761604309,0.9414424896240234,0.9381957650184631,0.9864238500595093,0.9813038110733032,0.9720256924629211,0.9459363222122192,0.9397791028022766,0.9877963066101074,0.9817611575126648,0.4169626235961914,0.27358242869377136,0.9714133143424988,0.9168320894241333,0.9706327319145203,0.3774452805519104,0.24296784400939941,0.9641907811164856,0.9504209160804749,0.9764615893363953,3.0506908893585205,0.5461856126785278,0.5460721254348755,0.5428639650344849,0.6973598599433899,0.71725994348526,0.4538143575191498,0.3164413571357727,0.3456021249294281,0.7239131331443787,0.8696866035461426,0.4539279341697693,0.3174561858177185,0.34044912457466125,0.744142472743988,0.8713151216506958,0.4571360945701599,0.3209530711174011,0.34326207637786865,0.7475848197937012,0.8719322085380554,0.30264005064964294,0.1848638653755188,0.4450516700744629,0.6731296181678772,0.8704123497009277,0.28273987770080566,0.17084644734859467,0.4047897160053253,0.6870368123054504,0.8699410557746887
38,1.307407021522522,0.04558836296200752,0.029624486342072487,0.02703361213207245,0.5825302004814148,0.6216796040534973,0.9544118046760559,0.9134284257888794,0.9279391169548035,0.9779871702194214,0.9785845875740051,0.9703754186630249,0.942785918712616,0.939511775970459,0.9868417382240295,0.981615424156189,0.9729665517807007,0.9476776123046875,0.9416717290878296,0.9881113171577454,0.9820936918258667,0.4174697995185852,0.27402418851852417,0.97276771068573,0.9192878603935242,0.9712619781494141,0.378320574760437,0.24372175335884094,0.9647836685180664,0.9519490599632263,0.9768922924995422,2.782644748687744,0.4687522351741791,0.47010570764541626,0.4671599268913269,0.6764954328536987,0.6991783380508423,0.5312477350234985,0.38398677110671997,0.4691268503665924,0.6679748892784119,0.8720291256904602,0.5298942923545837,0.38414713740348816,0.45728781819343567,0.6859251260757446,0.8740909695625305,0.5328400135040283,0.38720375299453735,0.45852169394493103,0.6897619962692261,0.8748289346694946,0.3235045075416565,0.20051805675029755,0.5636659264564514,0.6105988025665283,0.864880383014679,0.30082160234451294,0.18413260579109192,0.5281307697296143,0.6293382048606873,0.8679114580154419
39,1.3075577020645142,0.04586948826909065,0.029988382011651993,0.02756837010383606,0.5823103785514832,0.6208673715591431,0.9541306495666504,0.9130141139030457,0.9284902215003967,0.9773486256599426,0.9784541130065918,0.9700115323066711,0.9421602487564087,0.9393743276596069,0.9864845871925354,0.9814475774765015,0.9724313616752625,0.9467083215713501,0.94125896692276,0.9875943064689636,0.9818911552429199,0.4176892340183258,0.2741759121417999,0.9721765518188477,0.9212110042572021,0.971544623374939,0.37913256883621216,0.2443590611219406,0.9649602770805359,0.9511153101921082,0.9767206311225891,2.9934473037719727,0.529213547706604,0.5283281803131104,0.5264291763305664,0.6942158341407776,0.71430504322052,0.47078657150268555,0.32937929034233093,0.3563210070133209,0.736867368221283,0.872069239616394,0.4716717600822449,0.3320750594139099,0.35221409797668457,0.7559753060340881,0.8736718893051147,0.47357091307640076,0.33421364426612854,0.3538322448730469,0.7586461305618286,0.8741053342819214,0.30578410625457764,0.18692341446876526,0.45320481061935425,0.6901882886886597,0.8737844228744507,0.28569507598876953,0.1727944314479828,0.41394349932670593,0.7038863897323608,0.8730164766311646
40,1.3193949460983276,0.050267331302165985,0.03357688710093498,0.030889907851815224,0.5827265977859497,0.620977520942688,0.9497324228286743,0.9055002927780151,0.9211053252220154,0.9744116067886353,0.9769284129142761,0.9664232134819031,0.93580561876297,0.9333689212799072,0.9836416244506836,0.9802024960517883,0.9691101312637329,0.9408771395683289,0.9357317090034485,0.984533429145813,0.9806421995162964,0.41727346181869507,0.2737416923046112,0.9684891700744629,0.915366530418396,0.9700328707695007,0.3790224492549896,0.24415239691734314,0.9603949785232544,0.9467410445213318,0.9754478335380554,2.746978282928467,0.45908603072166443,0.4607505202293396,0.45751136541366577,0.6722017526626587,0.6964708566665649,0.540913999080658,0.3929440379142761,0.4786299169063568,0.6754464507102966,0.8741332292556763,0.5392493009567261,0.39330488443374634,0.4668188691139221,0.6910825967788696,0.8757829666137695,0.5424886345863342,0.3968793749809265,0.4710855185985565,0.6925897002220154,0.876362144947052,0.32779818773269653,0.20372936129570007,0.5789873600006104,0.6197882890701294,0.867946445941925,0.3035293221473694,0.18614166975021362,0.5381912589073181,0.6412540078163147,0.8711866140365601
41,1.3138900995254517,0.0485931821167469,0.032520487904548645,0.029842177405953407,0.5821169018745422,0.6198574304580688,0.9514073133468628,0.9081606864929199,0.9236829876899719,0.9757437705993652,0.9775174856185913,0.967479407787323,0.9374548196792603,0.9361321926116943,0.984896719455719,0.9807729721069336,0.97015780210495,0.9424753189086914,0.9392333030700684,0.9855227470397949,0.9812463521957397,0.41788285970687866,0.27428925037384033,0.9713185429573059,0.9173164963722229,0.9707257151603699,0.3801427483558655,0.24510709941387177,0.9625755548477173,0.949228823184967,0.976172924041748,3.33912992477417,0.619215190410614,0.6347514390945435,0.635061502456665,0.7186921834945679,0.7304474115371704,0.380784809589386,0.2535880208015442,0.2585829198360443,0.7669142484664917,0.8647333383560181,0.36524856090545654,0.24275965988636017,0.24165208637714386,0.7924709916114807,0.8645702600479126,0.3649384379386902,0.24297428131103516,0.24074533581733704,0.7980048656463623,0.8648042678833008,0.2813078761100769,0.1690380722284317,0.33977210521698,0.7325186729431152,0.8692631721496582,0.26955243945121765,0.16125614941120148,0.31063607335090637,0.7374619841575623,0.8674544095993042
42,1.298755168914795,0.04414977505803108,0.02836688421666622,0.025943240150809288,0.5811448097229004,0.6181879639625549,0.9558502435684204,0.9159966707229614,0.9303749799728394,0.9780859351158142,0.9788782000541687,0.9716331362724304,0.9451187252998352,0.9411976933479309,0.9871467351913452,0.9818525314331055,0.9740567207336426,0.9496967196464539,0.9430018067359924,0.9883242845535278,0.9823039770126343,0.41885513067245483,0.2751350402832031,0.973659098148346,0.9265722632408142,0.9727514386177063,0.3818120062351227,0.24656376242637634,0.966391921043396,0.9533432722091675,0.977319598197937,3.02824330329895,0.5365318059921265,0.5406697988510132,0.5388371348381042,0.6963641047477722,0.714876651763916,0.4634682536125183,0.3217615485191345,0.3477480113506317,0.7295699715614319,0.8704649209976196,0.45933014154434204,0.32023754715919495,0.3386484384536743,0.7543683648109436,0.8721458315849304,0.46116286516189575,0.3223021924495697,0.33968406915664673,0.7590059638023376,0.8727006912231445,0.3036360740661621,0.18529126048088074,0.4467998445034027,0.6715666651725769,0.8702983856201172,0.2851232588291168,0.17235857248306274,0.40758052468299866,0.6896263360977173,0.8705168962478638
