,loss,side_6_loss,side_7_loss,side_8_loss,activation_371_loss,add_95_loss,side_6_dice_coef,side_6_jacard,side_6_recall_3,side_6_precision_3,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall_3,side_7_precision_3,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall_3,side_8_precision_3,side_8_accuracy,activation_371_dice_coef,activation_371_jacard,activation_371_recall_3,activation_371_precision_3,activation_371_accuracy,add_95_dice_coef,add_95_jacard,add_95_recall_3,add_95_precision_3,add_95_accuracy,val_loss,val_side_6_loss,val_side_7_loss,val_side_8_loss,val_activation_371_loss,val_add_95_loss,val_side_6_dice_coef,val_side_6_jacard,val_side_6_recall_3,val_side_6_precision_3,val_side_6_accuracy,val_side_7_dice_coef,val_side_7_jacard,val_side_7_recall_3,val_side_7_precision_3,val_side_7_accuracy,val_side_8_dice_coef,val_side_8_jacard,val_side_8_recall_3,val_side_8_precision_3,val_side_8_accuracy,val_activation_371_dice_coef,val_activation_371_jacard,val_activation_371_recall_3,val_activation_371_precision_3,val_activation_371_accuracy,val_add_95_dice_coef,val_add_95_jacard,val_add_95_recall_3,val_add_95_precision_3,val_add_95_accuracy
0,2.359905242919922,0.4255305826663971,0.43829160928726196,0.4836985170841217,0.5551698803901672,0.45721474289894104,0.5744697451591492,0.4390694200992584,0.763388454914093,0.44720256328582764,0.7631375789642334,0.5617080926895142,0.43014898896217346,0.7848859429359436,0.4006192982196808,0.7212167978286743,0.5163018107414246,0.38759851455688477,0.7079527974128723,0.4479683041572571,0.7663590908050537,0.4448298513889313,0.3167317509651184,0.8730637431144714,0.2833386957645416,0.5315597653388977,0.5427854657173157,0.4049793779850006,0.7667838931083679,0.4449416697025299,0.7612282037734985,1.5719008445739746,0.3207640051841736,0.30526426434516907,0.30384135246276855,0.3197762072086334,0.3222547173500061,0.6792358160018921,0.5442065000534058,0.6042343974113464,0.7961534857749939,0.8988878130912781,0.6947358250617981,0.5649330615997314,0.6638628840446472,0.7357652187347412,0.8944162130355835,0.6961584091186523,0.5675069689750671,0.6779494881629944,0.7223361134529114,0.8929203748703003,0.6802237629890442,0.5462033152580261,0.6700184345245361,0.7306304574012756,0.8939655423164368,0.6777453422546387,0.5420987010002136,0.6136606335639954,0.7864990234375,0.8984317779541016
1,1.4013417959213257,0.28280067443847656,0.2762611508369446,0.27488476037979126,0.2819131016731262,0.285482794046402,0.7171992659568787,0.5848305225372314,0.6837326884269714,0.7792030572891235,0.8975633382797241,0.7237391471862793,0.5941145420074463,0.6900228261947632,0.777531623840332,0.8980861902236938,0.725115180015564,0.5964046120643616,0.6939475536346436,0.7739720344543457,0.8978300094604492,0.7180873155593872,0.5872756838798523,0.6890063881874084,0.7791268229484558,0.8983176946640015,0.7145169973373413,0.5813573598861694,0.6844372749328613,0.7808462381362915,0.8980375528335571,1.238568902015686,0.2516729533672333,0.24468190968036652,0.2432769238948822,0.24509337544441223,0.25384393334388733,0.7483270168304443,0.6206387281417847,0.7024244070053101,0.8172679543495178,0.9163767695426941,0.755318284034729,0.6308019161224365,0.7095280289649963,0.8174660801887512,0.9174259305000305,0.7567229866981506,0.6332685351371765,0.7113001942634583,0.8166279196739197,0.9175189137458801,0.7549066543579102,0.6305138468742371,0.7082772850990295,0.823201060295105,0.9183641672134399,0.7461559176445007,0.6177616119384766,0.7032269239425659,0.8180714845657349,0.9166475534439087
2,1.2317655086517334,0.2488306760787964,0.24442169070243835,0.24245187640190125,0.2444896250963211,0.25157248973846436,0.7511693835258484,0.6242939233779907,0.6987136602401733,0.8375983238220215,0.9122225046157837,0.7555786371231079,0.6312987208366394,0.7021600604057312,0.8371673822402954,0.912691593170166,0.7575479745864868,0.6344033479690552,0.7052397131919861,0.8366767168045044,0.9130899310112,0.7555099725723267,0.6316784620285034,0.7016735076904297,0.8412435054779053,0.9134340286254883,0.7484273910522461,0.6207118630409241,0.6989346146583557,0.8384541869163513,0.9124294519424438,1.1047325134277344,0.22515912353992462,0.21883876621723175,0.21652944386005402,0.216989666223526,0.22721557319164276,0.7748407125473022,0.6515933871269226,0.7499282956123352,0.8313959836959839,0.925925076007843,0.7811610698699951,0.660696804523468,0.7550951838493347,0.8346854448318481,0.9273360371589661,0.7834705114364624,0.6640713214874268,0.7575826644897461,0.835330069065094,0.927829384803772,0.7830102443695068,0.6632611751556396,0.7565357685089111,0.8392230272293091,0.9284464716911316,0.772784411907196,0.6486437916755676,0.750856876373291,0.8327720761299133,0.9263349771499634
3,1.1318658590316772,0.2289608269929886,0.22469627857208252,0.22267170250415802,0.22379930317401886,0.23173773288726807,0.7710389494895935,0.6477838158607483,0.717517614364624,0.8597154021263123,0.9196297526359558,0.7753034234046936,0.6544063091278076,0.7196303606033325,0.8611013293266296,0.9202569723129272,0.7773278951644897,0.6576353907585144,0.7217649221420288,0.8624151349067688,0.9208709001541138,0.7762004137039185,0.6562107801437378,0.7199913859367371,0.8650749921798706,0.9210885763168335,0.7682620882987976,0.6440133452415466,0.7176523208618164,0.8607348203659058,0.9198511242866516,1.0385959148406982,0.21225741505622864,0.2058829516172409,0.20306384563446045,0.2031422108411789,0.2142496556043625,0.7877427339553833,0.6680697798728943,0.7627438306808472,0.842763364315033,0.930045485496521,0.7941169738769531,0.6773275136947632,0.763556957244873,0.850287914276123,0.9316390752792358,0.7969361543655396,0.6813322305679321,0.7653855085372925,0.8528734445571899,0.9324156641960144,0.7968577146530151,0.6811484098434448,0.7655417919158936,0.8552576303482056,0.9328983426094055,0.7857504487037659,0.6651190519332886,0.7628174424171448,0.8449296951293945,0.9304822683334351
4,1.0671145915985107,0.21569177508354187,0.21207085251808167,0.21000155806541443,0.21072717010974884,0.2186228334903717,0.784308135509491,0.6643584966659546,0.7347997426986694,0.8674023151397705,0.9240120649337769,0.7879287600517273,0.6701347231864929,0.7359660267829895,0.8697821497917175,0.9246846437454224,0.7899988889694214,0.6734541654586792,0.7373676300048828,0.8719764947891235,0.9253479242324829,0.7892730236053467,0.6725484728813171,0.7363407015800476,0.8741574883460999,0.9255968332290649,0.7813776135444641,0.6602891087532043,0.7348157167434692,0.8685435056686401,0.9242395162582397,0.9997435808181763,0.2042820006608963,0.198708176612854,0.19535204768180847,0.19504521787166595,0.2063564956188202,0.795718252658844,0.6792291402816772,0.7811279892921448,0.8426409959793091,0.9327305555343628,0.8012919425964355,0.6873918175697327,0.7784548401832581,0.8510182499885559,0.9340106844902039,0.804648220539093,0.692145049571991,0.7790303230285645,0.8552529215812683,0.9349297285079956,0.8049548268318176,0.6925316452980042,0.7804737687110901,0.8565779328346252,0.9354053735733032,0.7936435341835022,0.6760858297348022,0.7806851863861084,0.8451744318008423,0.9331750869750977
5,1.013260841369629,0.20452961325645447,0.20155493915081024,0.1995236873626709,0.20001213252544403,0.20764032006263733,0.7954704165458679,0.6790167093276978,0.7499489188194275,0.8746723532676697,0.9279969930648804,0.7984446287155151,0.6838222742080688,0.7502182722091675,0.8761875033378601,0.9283515810966492,0.8004761934280396,0.6871238946914673,0.7506544589996338,0.8790153861045837,0.9289774894714355,0.7999880313873291,0.6865382194519043,0.7489921450614929,0.8814741969108582,0.9291691780090332,0.7923594117164612,0.6746006011962891,0.7497559189796448,0.8758959174156189,0.9282045364379883,0.95579993724823,0.19396130740642548,0.19081121683120728,0.18766947090625763,0.186740443110466,0.19661729037761688,0.8060386776924133,0.6937909126281738,0.7934840321540833,0.8500493764877319,0.9360634088516235,0.809188723564148,0.698756992816925,0.7916973829269409,0.8545599579811096,0.9367046356201172,0.8123306035995483,0.7032058835029602,0.7917987704277039,0.858648955821991,0.9375322461128235,0.8132596015930176,0.7045149803161621,0.7921032905578613,0.8611778616905212,0.938076376914978,0.8033826947212219,0.689800500869751,0.7932606935501099,0.8521002531051636,0.9364425539970398
6,0.9621418714523315,0.1940402090549469,0.19135349988937378,0.18959791958332062,0.18984535336494446,0.19730499386787415,0.8059592247009277,0.6931300163269043,0.7597763538360596,0.884265124797821,0.9315576553344727,0.8086459040641785,0.6975671052932739,0.7602234482765198,0.8860305547714233,0.9319881200790405,0.8104017972946167,0.7004832029342651,0.760248601436615,0.8887994289398193,0.9325286746025085,0.8101546168327332,0.7002443075180054,0.7585998177528381,0.8910215497016907,0.9326689839363098,0.8026946783065796,0.6884270310401917,0.759547770023346,0.8856236934661865,0.9317834973335266,0.9291945695877075,0.18969933688640594,0.1847558319568634,0.18190984427928925,0.1807459592819214,0.1920832395553589,0.8103006482124329,0.7004643082618713,0.7928181290626526,0.8566218614578247,0.9372953176498413,0.815244197845459,0.708092987537384,0.7823415994644165,0.870635449886322,0.9384193420410156,0.8180904388427734,0.7121712565422058,0.7817187905311584,0.8748902678489685,0.939125657081604,0.8192542791366577,0.7138162851333618,0.780666708946228,0.8787569999694824,0.9396824836730957,0.8079168200492859,0.6968000531196594,0.7911814451217651,0.8602011799812317,0.9377536773681641
7,0.9269518852233887,0.18728753924369812,0.18418297171592712,0.1824461668729782,0.18255510926246643,0.1904798001050949,0.8127126693725586,0.7018535137176514,0.7668642401695251,0.8877955079078674,0.9334703683853149,0.8158169984817505,0.7069219946861267,0.7669243812561035,0.8908925652503967,0.9340896606445312,0.8175539970397949,0.7097715735435486,0.7675430178642273,0.8928905725479126,0.9345808029174805,0.8174444437026978,0.7097736597061157,0.7658399939537048,0.8950436115264893,0.9346950650215149,0.8095203638076782,0.6972048878669739,0.7666076421737671,0.8892826437950134,0.933714747428894,0.9700034260749817,0.19518589973449707,0.19420328736305237,0.19162878394126892,0.19040808081626892,0.19857749342918396,0.8048139810562134,0.6947199106216431,0.7642762064933777,0.8701757192611694,0.9355596303939819,0.8057969808578491,0.6975177526473999,0.7612593173980713,0.8692313432693481,0.9349225163459778,0.8083712458610535,0.7014133930206299,0.7605106830596924,0.8737143874168396,0.9356307983398438,0.809592068195343,0.7031234502792358,0.7599266171455383,0.8776753544807434,0.9362618327140808,0.8014227151870728,0.6898764371871948,0.7636113166809082,0.8714233040809631,0.9356875419616699
8,0.8941996693611145,0.18157199025154114,0.17724767327308655,0.17544226348400116,0.17543059587478638,0.1845071017742157,0.8184282183647156,0.7106987833976746,0.769253671169281,0.8930786848068237,0.9349263310432434,0.8227526545524597,0.7175325751304626,0.7714875936508179,0.896169126033783,0.9359104037284851,0.824557900428772,0.7203500866889954,0.7738422751426697,0.8963861465454102,0.9363569021224976,0.8245694041252136,0.720550000667572,0.7718084454536438,0.8990594744682312,0.9365155100822449,0.815493106842041,0.7063207030296326,0.7692456245422363,0.894546389579773,0.9352067708969116,0.8004789352416992,0.16298195719718933,0.15862078964710236,0.156853586435318,0.15605343878269196,0.1659691482782364,0.8370180130004883,0.7367698550224304,0.7861120700836182,0.9052674174308777,0.9453519582748413,0.8413794636726379,0.74422687292099,0.7755612134933472,0.9185922145843506,0.9459329843521118,0.8431465029716492,0.7471460103988647,0.7746542096138,0.9211129546165466,0.9462044835090637,0.8439465761184692,0.7484534978866577,0.7759886980056763,0.9217247366905212,0.9465271234512329,0.8340311050415039,0.7322366237640381,0.7844067811965942,0.9085394740104675,0.9456491470336914
9,0.8490093350410461,0.17160943150520325,0.1684880256652832,0.16705921292304993,0.1669488102197647,0.17490413784980774,0.8283902406692505,0.7232758402824402,0.7849326729774475,0.8959886431694031,0.9382328987121582,0.8315116763114929,0.7285152077674866,0.7834024429321289,0.900598406791687,0.938865065574646,0.8329406976699829,0.730871319770813,0.7837167978286743,0.9020743370056152,0.939200758934021,0.8330512046813965,0.7311539649963379,0.783027172088623,0.9033162593841553,0.9393180012702942,0.8250956535339355,0.7183635830879211,0.7844069004058838,0.897628903388977,0.9384616613388062,0.7730177640914917,0.15743860602378845,0.15313690900802612,0.1512911170721054,0.15069621801376343,0.16045469045639038,0.8425613641738892,0.7447570562362671,0.7932562828063965,0.9074219465255737,0.9468930959701538,0.8468630909919739,0.7523109316825867,0.7848426103591919,0.9185841679573059,0.9474607706069946,0.848709225654602,0.7553335428237915,0.7826494574546814,0.9220843315124512,0.9476915597915649,0.8493036031723022,0.7563576698303223,0.7827345132827759,0.9232661128044128,0.9479035139083862,0.8395455479621887,0.7401705980300903,0.792124330997467,0.9103302359580994,0.947221577167511
