,loss,dice_coef,jacard,recall_2,precision_2,accuracy
0,0.6961725950241089,0.3861527442932129,0.2399931252002716,0.7087693214416504,0.3343351483345032,0.568236768245697
1,0.6239571571350098,0.4308130741119385,0.27536505460739136,0.8407310247421265,0.4249323308467865,0.6710429787635803
2,0.5862897634506226,0.45489415526390076,0.29530003666877747,0.8811266422271729,0.47604766488075256,0.7238913774490356
3,0.5639556050300598,0.46854034066200256,0.30703890323638916,0.8916739225387573,0.5019704103469849,0.7481548190116882
4,0.5392375588417053,0.4823767840862274,0.3192156255245209,0.9062013030052185,0.5284470915794373,0.7711237072944641
5,0.5152541399002075,0.49438244104385376,0.32979506254196167,0.9106774926185608,0.5574851036071777,0.7940115928649902
6,0.4889051020145416,0.5079640746116638,0.34159016609191895,0.9164658188819885,0.598251223564148,0.8227251768112183
7,0.46797946095466614,0.5194202065467834,0.35216525197029114,0.9259498119354248,0.6468742489814758,0.8530212640762329
8,0.45326119661331177,0.5282047986984253,0.36011937260627747,0.9382970929145813,0.688044011592865,0.8764556646347046
9,0.43756330013275146,0.5388551950454712,0.36977189779281616,0.9522534608840942,0.7349703311920166,0.9008017778396606
10,0.42800039052963257,0.5449346899986267,0.3755844831466675,0.9647861123085022,0.7653307318687439,0.9160411357879639
11,0.42141321301460266,0.548821210861206,0.37939682602882385,0.970234215259552,0.790369987487793,0.9271851778030396
12,0.41764554381370544,0.5509881377220154,0.3815986216068268,0.9737023711204529,0.8082212209701538,0.9347326159477234
13,0.41315728425979614,0.5541245341300964,0.38451242446899414,0.9760657548904419,0.8249040842056274,0.9413841962814331
14,0.4097663462162018,0.5556897521018982,0.3862943947315216,0.9778947234153748,0.841271162033081,0.947598934173584
15,0.40648409724235535,0.5584878325462341,0.3886866271495819,0.9800918102264404,0.8501073122024536,0.9511222243309021
16,0.40535202622413635,0.5584939122200012,0.3890751004219055,0.9808411002159119,0.8590942621231079,0.954339861869812
17,0.4014672040939331,0.5617631077766418,0.3916659653186798,0.9816713333129883,0.8762979507446289,0.9602054953575134
18,0.39907142519950867,0.5636578798294067,0.3934381902217865,0.9843661785125732,0.8832651376724243,0.963039755821228
19,0.3989652097225189,0.5626213550567627,0.3928149342536926,0.9835271239280701,0.8900477290153503,0.9650071859359741
20,0.39741969108581543,0.5635522603988647,0.39374852180480957,0.9843891263008118,0.8960291147232056,0.9670712351799011
21,0.3959650695323944,0.5644636154174805,0.3945792317390442,0.9853194952011108,0.9025524258613586,0.9692955613136292
22,0.39430588483810425,0.5660244822502136,0.3959800601005554,0.9867814779281616,0.9068492650985718,0.9709401726722717
23,0.3926372230052948,0.5673666000366211,0.39721885323524475,0.9881969690322876,0.9117204546928406,0.9727389216423035
24,0.3922838866710663,0.5672001838684082,0.3970465660095215,0.9869614243507385,0.9176029562950134,0.9742159843444824
25,0.39215323328971863,0.566677987575531,0.3967764973640442,0.987790584564209,0.9175773859024048,0.974399745464325
26,0.3899823725223541,0.568838894367218,0.3986518979072571,0.9893531799316406,0.9234150648117065,0.976489245891571
27,0.3900499641895294,0.5681975483894348,0.398255318403244,0.9897283911705017,0.9239732623100281,0.9767407774925232
28,0.38878893852233887,0.569379448890686,0.3992224335670471,0.9900609254837036,0.9283608198165894,0.9781025052070618
29,0.3884405791759491,0.5694494843482971,0.39933323860168457,0.9898049831390381,0.9296345710754395,0.9784131050109863
30,0.38799330592155457,0.5695534348487854,0.39952823519706726,0.990675151348114,0.931257426738739,0.9790881276130676
31,0.38741734623908997,0.5703127980232239,0.4000365734100342,0.9902917742729187,0.9333703517913818,0.9796085953712463
32,0.3866305351257324,0.5707509517669678,0.40067270398139954,0.9916837215423584,0.9328573346138,0.9797881841659546
33,0.3861861228942871,0.5709016919136047,0.4007146656513214,0.9907079935073853,0.9371046423912048,0.9807793498039246
34,0.3854151666164398,0.5713456869125366,0.40120330452919006,0.9914917349815369,0.940176784992218,0.9818416237831116
35,0.3859112858772278,0.5699403285980225,0.4002823531627655,0.9918106198310852,0.9393430948257446,0.9816798567771912
36,0.38475489616394043,0.5713072419166565,0.4014033377170563,0.9922246336936951,0.9405478835105896,0.9821212887763977
37,0.38380616903305054,0.5721926689147949,0.402011513710022,0.9926725625991821,0.9438459277153015,0.983163058757782
38,0.38339757919311523,0.5728260278701782,0.40246978402137756,0.99201899766922,0.9449252486228943,0.9833115935325623
39,0.38342228531837463,0.572437584400177,0.4022611379623413,0.9926556348800659,0.94375079870224,0.9831321239471436
40,0.3829282224178314,0.5723661780357361,0.40229499340057373,0.992251455783844,0.9482802748680115,0.9843093752861023
41,0.38282492756843567,0.5721728801727295,0.40219512581825256,0.9931303858757019,0.9471296072006226,0.9841974377632141
42,0.3820171058177948,0.5730007290840149,0.4029167592525482,0.9932873845100403,0.9490118622779846,0.9847625494003296
43,0.38185420632362366,0.572921633720398,0.402881383895874,0.9932879209518433,0.9499351978302002,0.9850206971168518
44,0.3809666037559509,0.5738914012908936,0.40359610319137573,0.9932944774627686,0.9526782631874084,0.9857859015464783
45,0.3807249367237091,0.5738139152526855,0.4036409258842468,0.9939021468162537,0.9534441232681274,0.9861449003219604
46,0.38041847944259644,0.574089765548706,0.40389472246170044,0.9935974478721619,0.9530273675918579,0.9859558343887329
47,0.38084402680397034,0.5731515884399414,0.4032558500766754,0.9937637448310852,0.9527679681777954,0.9859238862991333
48,0.38003721833229065,0.5744776725769043,0.4041493535041809,0.9935023188591003,0.9545485377311707,0.9863542318344116
49,0.37936681509017944,0.5748555660247803,0.4045359790325165,0.9940103888511658,0.9558152556419373,0.9868269562721252
50,0.3796217143535614,0.5743067860603333,0.4042389392852783,0.9935608506202698,0.9545942544937134,0.9863809943199158
51,0.3791066110134125,0.5745037198066711,0.404439777135849,0.9942975640296936,0.9564867615699768,0.9870816469192505
52,0.37944597005844116,0.5740007162094116,0.40397003293037415,0.9933327436447144,0.9573765397071838,0.9870928525924683
53,0.37890955805778503,0.5743780136108398,0.40434935688972473,0.9945518970489502,0.9568396806716919,0.9872404336929321
54,0.3782479166984558,0.5749825835227966,0.4049292802810669,0.9943867325782776,0.9579752683639526,0.9875128865242004
55,0.3778010308742523,0.5752373337745667,0.40510499477386475,0.9949133992195129,0.9598861932754517,0.988165020942688
56,0.3775743544101715,0.5755351781845093,0.40532565116882324,0.9946722388267517,0.9597137570381165,0.9880591630935669
57,0.3773624897003174,0.5756719708442688,0.4054235517978668,0.9948789477348328,0.9601169228553772,0.9882197976112366
58,0.37744054198265076,0.574856698513031,0.40493717789649963,0.9947077631950378,0.9620886445045471,0.9887166619300842
59,0.3776245415210724,0.5744957327842712,0.40473514795303345,0.9948669075965881,0.9607077240943909,0.9883784651756287
60,0.3761022388935089,0.5769227743148804,0.4063999056816101,0.995233952999115,0.9624167680740356,0.988934338092804
61,0.3768162131309509,0.5752558708190918,0.4053117334842682,0.9949052333831787,0.9622353315353394,0.9888047575950623
62,0.3762195110321045,0.5762494802474976,0.4059486985206604,0.9943692088127136,0.9635094404220581,0.9890207648277283
63,0.37652939558029175,0.5755466222763062,0.40560680627822876,0.9952705502510071,0.9576756954193115,0.9876447916030884
64,0.37566515803337097,0.5765754580497742,0.40626978874206543,0.9948926568031311,0.9644091725349426,0.9893927574157715
65,0.3760242462158203,0.5756456851959229,0.4056531488895416,0.9948931932449341,0.9639247059822083,0.9892614483833313
66,0.37533313035964966,0.5765426754951477,0.4062860608100891,0.9950616359710693,0.9647924304008484,0.9895380139350891
67,0.37469637393951416,0.5775801539421082,0.4070453941822052,0.995154082775116,0.965449869632721,0.9897387623786926
68,0.37484225630760193,0.576851487159729,0.4066045582294464,0.9953033924102783,0.9656654000282288,0.989833652973175
69,0.37440964579582214,0.5770419239997864,0.40682652592658997,0.9957962036132812,0.9666683077812195,0.9902254939079285
70,0.37443915009498596,0.5767919421195984,0.4066910743713379,0.9958377480506897,0.966535747051239,0.990199863910675
71,0.3737078309059143,0.5778534412384033,0.40742507576942444,0.9957042932510376,0.967576801776886,0.9904482960700989
72,0.37378716468811035,0.5775608420372009,0.4071660339832306,0.9956457614898682,0.9678516983985901,0.9905080795288086
73,0.3740783631801605,0.5771536231040955,0.4068830609321594,0.9952809810638428,0.9670009613037109,0.9901891350746155
74,0.37372449040412903,0.5771691203117371,0.40701302886009216,0.9956145882606506,0.9675744771957397,0.9904256463050842
75,0.3725869655609131,0.5787592530250549,0.40820416808128357,0.9963316321372986,0.9687197804450989,0.9909101724624634
76,0.37365758419036865,0.5765120387077332,0.406572163105011,0.9954390525817871,0.9693039655685425,0.990848183631897
77,0.37287014722824097,0.5777944326400757,0.40759792923927307,0.9957250952720642,0.9688693881034851,0.9908015727996826
78,0.3726975917816162,0.5778231024742126,0.40759918093681335,0.9959548115730286,0.9692182540893555,0.9909518361091614
79,0.37302422523498535,0.5771302580833435,0.40707889199256897,0.9955664873123169,0.9694136381149292,0.9909089803695679
80,0.37271931767463684,0.5770065188407898,0.40712299942970276,0.9960505366325378,0.9704875946044922,0.9913161993026733
81,0.3723612427711487,0.5777828097343445,0.40756160020828247,0.99599689245224,0.9699190258979797,0.991150438785553
82,0.37231817841529846,0.5779903531074524,0.40774253010749817,0.9951218366622925,0.9701235294342041,0.9909902215003967
83,0.3718753457069397,0.578069806098938,0.4079175889492035,0.9962102174758911,0.970482349395752,0.9913541078567505
