,loss,side_6_loss,side_7_loss,side_8_loss,activation_76_loss,add_23_loss,side_6_dice_coef,side_6_jacard,side_6_recall,side_6_precision,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall,side_7_precision,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall,side_8_precision,side_8_accuracy,activation_76_dice_coef,activation_76_jacard,activation_76_recall,activation_76_precision,activation_76_accuracy,add_23_dice_coef,add_23_jacard,add_23_recall,add_23_precision,add_23_accuracy
122,0.02650255523622036,0.006146353203803301,0.004992146044969559,0.0049852486699819565,0.005310223437845707,0.005068584810942411,0.5447340607643127,0.4772742986679077,0.8719792366027832,0.8961266279220581,0.9972676634788513,0.5650472044944763,0.5099896192550659,0.8938481211662292,0.918432354927063,0.9977871179580688,0.565615177154541,0.5110171437263489,0.8921794891357422,0.9210951328277588,0.9978020787239075,0.5621246099472046,0.5062404274940491,0.8921062350273132,0.918501615524292,0.9977697134017944,0.5591754913330078,0.5004846453666687,0.8937987685203552,0.9202958345413208,0.997810959815979
123,0.024049915373325348,0.005733983591198921,0.004496143665164709,0.004463681951165199,0.004759422969073057,0.004596663173288107,0.5511316657066345,0.4856286942958832,0.8788934946060181,0.9012850522994995,0.9974080324172974,0.5721443891525269,0.5198139548301697,0.9032847881317139,0.9229449033737183,0.9979475736618042,0.572871208190918,0.5210803747177124,0.9012511372566223,0.9259568452835083,0.9979633688926697,0.5699857473373413,0.5170257687568665,0.9005463719367981,0.9250879287719727,0.9979448318481445,0.5663837194442749,0.5103151798248291,0.902089536190033,0.9257692098617554,0.9979690909385681
124,0.025562945753335953,0.005989527329802513,0.004796918481588364,0.004784577526152134,0.005100317765027285,0.004891568329185247,0.5409126877784729,0.47460857033729553,0.8734568953514099,0.8960842490196228,0.9972833395004272,0.5609170198440552,0.5067194700241089,0.8968527913093567,0.9187856912612915,0.997824490070343,0.5613899827003479,0.5076203346252441,0.8955429196357727,0.9211099147796631,0.9978401064872742,0.5592278838157654,0.5045711994171143,0.8954793214797974,0.9190331101417542,0.9978118538856506,0.5555486083030701,0.4980074465274811,0.8963949680328369,0.9204659461975098,0.9978417158126831
125,0.025015274062752724,0.0058694868348538876,0.004695262759923935,0.004677973221987486,0.0049902950413525105,0.0047822571359574795,0.5472021102905273,0.4806286096572876,0.8769179582595825,0.8973619341850281,0.9973357915878296,0.567899763584137,0.5140818357467651,0.9012042880058289,0.9184575080871582,0.9978680610656738,0.5682445764541626,0.5148128867149353,0.8999658823013306,0.9206976890563965,0.9978837370872498,0.5650681257247925,0.5104297399520874,0.8970012664794922,0.9213406443595886,0.9978588223457336,0.5619657635688782,0.5044689774513245,0.8993934392929077,0.9215537905693054,0.9978876709938049
126,0.025324655696749687,0.0059370421804487705,0.004759546834975481,0.004737465642392635,0.005044208839535713,0.004846378695219755,0.5449045300483704,0.47853100299835205,0.8744716048240662,0.898996114730835,0.9973311424255371,0.5653220415115356,0.511579692363739,0.8954552412033081,0.9219752550125122,0.9978499412536621,0.5660868883132935,0.5129081010818481,0.8963416218757629,0.9225899577140808,0.9978671669960022,0.5637928247451782,0.5096520781517029,0.8965122103691101,0.9203094840049744,0.9978403449058533,0.5599439144134521,0.5027622580528259,0.8966441750526428,0.9228272438049316,0.9978732466697693
127,0.023721842095255852,0.005648189689964056,0.004434920847415924,0.0044105094857513905,0.004703392740339041,0.004524854477494955,0.5478444695472717,0.4832906723022461,0.8815966844558716,0.9012618064880371,0.9974353313446045,0.5688700675964355,0.5177277326583862,0.9048402309417725,0.9235014319419861,0.997970700263977,0.5694745779037476,0.5188385844230652,0.9035828113555908,0.9256512522697449,0.9979852437973022,0.5666062235832214,0.5148425698280334,0.9024145603179932,0.924655020236969,0.9979588985443115,0.5630587935447693,0.508131742477417,0.9045169353485107,0.9259781241416931,0.9979995489120483
128,0.024637242779135704,0.005818076431751251,0.0045989216305315495,0.004593350924551487,0.00492002023383975,0.004706887993961573,0.5474263429641724,0.48189038038253784,0.8755819797515869,0.8998839855194092,0.9973552823066711,0.5684792399406433,0.5160526633262634,0.8986392617225647,0.9222071170806885,0.9978874325752258,0.5689339637756348,0.5169786214828491,0.8972243666648865,0.9238831996917725,0.9978935122489929,0.5660818815231323,0.5130823254585266,0.8962820172309875,0.9219810366630554,0.9978587031364441,0.5626081228256226,0.5064891576766968,0.8977278470993042,0.9237790703773499,0.9978963136672974
129,0.024289539083838463,0.005747356452047825,0.004548676311969757,0.004525538068264723,0.0048241037875413895,0.004643863998353481,0.558761715888977,0.49192553758621216,0.8805408477783203,0.8990837931632996,0.9973975419998169,0.5796998739242554,0.5260648727416992,0.9027429223060608,0.9210402369499207,0.9979169964790344,0.5804546475410461,0.5274227857589722,0.901019811630249,0.9248203039169312,0.9979457259178162,0.5771475434303284,0.5229993462562561,0.900077760219574,0.924514889717102,0.9979322552680969,0.573779284954071,0.5164057016372681,0.9024988412857056,0.9238450527191162,0.9979502558708191
130,0.024197345599532127,0.00575893372297287,0.00451673986390233,0.004503648728132248,0.004805988632142544,0.004612014163285494,0.5539938807487488,0.4882245361804962,0.8782440423965454,0.901229202747345,0.9974001049995422,0.5756708383560181,0.5235356688499451,0.9014577269554138,0.9256109595298767,0.9979596734046936,0.5765583515167236,0.5251316428184509,0.8981050848960876,0.9303394556045532,0.9979824423789978,0.5735355615615845,0.5208990573883057,0.8952735662460327,0.9311463832855225,0.9979614019393921,0.5697850584983826,0.5138816237449646,0.8996667265892029,0.9282978773117065,0.9979743957519531
131,0.02378907799720764,0.0056681386195123196,0.004441794473677874,0.004417313262820244,0.004725675098598003,0.00453611696138978,0.5461065173149109,0.4817483127117157,0.8801159262657166,0.901029109954834,0.9974181056022644,0.5673530697822571,0.5163365602493286,0.9038737416267395,0.9241113662719727,0.9979685544967651,0.5681076049804688,0.5176710486412048,0.9028216004371643,0.9270012974739075,0.9979935884475708,0.5651815533638,0.513584315776825,0.9015735387802124,0.9261851906776428,0.9979682564735413,0.5615454316139221,0.5067799687385559,0.90334153175354,0.9265134930610657,0.9979932308197021
