,loss,side_6_loss,side_7_loss,side_8_loss,activation_64_loss,add_26_loss,side_6_dice_coef,side_6_jacard,side_6_recall,side_6_precision,side_6_accuracy,side_7_dice_coef,side_7_jacard,side_7_recall,side_7_precision,side_7_accuracy,side_8_dice_coef,side_8_jacard,side_8_recall,side_8_precision,side_8_accuracy,activation_64_dice_coef,activation_64_jacard,activation_64_recall,activation_64_precision,activation_64_accuracy,add_26_dice_coef,add_26_jacard,add_26_recall,add_26_precision,add_26_accuracy,val_loss,val_side_6_loss,val_side_7_loss,val_side_8_loss,val_activation_64_loss,val_add_26_loss,val_side_6_dice_coef,val_side_6_jacard,val_side_6_recall,val_side_6_precision,val_side_6_accuracy,val_side_7_dice_coef,val_side_7_jacard,val_side_7_recall,val_side_7_precision,val_side_7_accuracy,val_side_8_dice_coef,val_side_8_jacard,val_side_8_recall,val_side_8_precision,val_side_8_accuracy,val_activation_64_dice_coef,val_activation_64_jacard,val_activation_64_recall,val_activation_64_precision,val_activation_64_accuracy,val_add_26_dice_coef,val_add_26_jacard,val_add_26_recall,val_add_26_precision,val_add_26_accuracy
0,2.6511125564575195,0.46907076239585876,0.5268598794937134,0.5613855719566345,0.6013643741607666,0.49183744192123413,0.5309292674064636,0.3778804540634155,0.8192515969276428,0.4770389199256897,0.6366457939147949,0.47314009070396423,0.3208073377609253,0.7269889712333679,0.4405766427516937,0.5971595644950867,0.4386144280433655,0.2900099456310272,0.7549253702163696,0.3828035593032837,0.5075260996818542,0.39863571524620056,0.2564300000667572,0.5636546611785889,0.36183980107307434,0.5182388424873352,0.5081624984741211,0.35442811250686646,0.8333078622817993,0.4760974049568176,0.6350266337394714,3.1657214164733887,0.6820684671401978,0.6036866903305054,0.6273921132087708,0.5953183770179749,0.656660795211792,0.31793156266212463,0.19185571372509003,0.00026863947277888656,0.06317204236984253,0.6650587916374207,0.396313339471817,0.25437623262405396,0.9929143786430359,0.3600194752216339,0.4086418151855469,0.372607946395874,0.23485322296619415,0.0835849866271019,0.3253101408481598,0.6363423466682434,0.40468165278434753,0.2614639401435852,0.998407244682312,0.3359459638595581,0.3409017026424408,0.343339204788208,0.21115344762802124,0.0007125614793039858,0.09389907121658325,0.6642417907714844
1,1.9919946193695068,0.28397974371910095,0.35978034138679504,0.4683254659175873,0.5527265667915344,0.32658687233924866,0.7160202264785767,0.5788816213607788,0.8495849967002869,0.7128207683563232,0.8340643048286438,0.6402196288108826,0.48824936151504517,0.8655752539634705,0.6109473705291748,0.7690863609313965,0.5316745042800903,0.37336838245391846,0.8671001195907593,0.4889456629753113,0.6500021815299988,0.4472735524177551,0.2957274317741394,0.6683462858200073,0.4510498046875,0.6143503189086914,0.673413097858429,0.5255531668663025,0.8582016825675964,0.7065203189849854,0.8321812748908997,3.6442723274230957,0.8798908591270447,0.6743590831756592,0.7017810344696045,0.5957552790641785,0.791890025138855,0.1201092079281807,0.0640268549323082,0.0,0.0,0.666290283203125,0.32564082741737366,0.19783297181129456,0.022935334593057632,0.479429692029953,0.6656417846679688,0.2982189953327179,0.17774240672588348,0.0,0.0,0.6662604212760925,0.40424472093582153,0.2607676684856415,0.9771732687950134,0.3921692371368408,0.48697853088378906,0.2081100344657898,0.11672084778547287,0.0,0.0,0.6662928462028503
2,1.6695528030395508,0.2221645563840866,0.2786427140235901,0.38892456889152527,0.5161142349243164,0.26311030983924866,0.777835488319397,0.6538097858428955,0.808006227016449,0.8191488981246948,0.8752570152282715,0.7213572263717651,0.5830816030502319,0.8392429351806641,0.7359573245048523,0.8444501757621765,0.6110754013061523,0.4535636007785797,0.8549391627311707,0.6007832884788513,0.7598118782043457,0.4838857650756836,0.32678455114364624,0.7359780073165894,0.5271887183189392,0.6887741088867188,0.7368897795677185,0.5992439985275269,0.815071165561676,0.8162028789520264,0.8759015202522278,4.03873872756958,0.9526517391204834,0.7560597658157349,0.8534530997276306,0.602118968963623,0.8738573789596558,0.04734828323125839,0.024298394098877907,0.0,0.0,0.6662985682487488,0.24394023418426514,0.1415805071592331,0.00883461907505989,0.9570691585540771,0.6691144108772278,0.14654682576656342,0.07922806590795517,0.0,0.0,0.6662915349006653,0.3978809118270874,0.2541649341583252,0.5264381170272827,0.595648467540741,0.72271728515625,0.12614263594150543,0.06757466495037079,0.0,0.0,0.6662985682487488
3,1.4782902002334595,0.19504377245903015,0.22819297015666962,0.33147215843200684,0.49358245730400085,0.22940143942832947,0.8049560785293579,0.6884210109710693,0.8033906817436218,0.8553515672683716,0.888026237487793,0.771807074546814,0.6456860899925232,0.8114584684371948,0.8242636919021606,0.8782332539558411,0.6685278415679932,0.5176531672477722,0.8361333608627319,0.6825090646743774,0.8138138651847839,0.5064175128936768,0.346701443195343,0.7731021046638489,0.5792443156242371,0.7344490885734558,0.7705985307693481,0.6410447359085083,0.8069764971733093,0.8563445210456848,0.8893980979919434,4.043715953826904,0.9490712285041809,0.7758089900016785,0.8485482335090637,0.5914620161056519,0.8782272934913635,0.05092877522110939,0.026447702199220657,0.0,0.0,0.6662985682487488,0.22419100999832153,0.12981420755386353,0.03495171293616295,0.9888421893119812,0.6778303980827332,0.1514517068862915,0.08260670304298401,0.0006192044820636511,0.8855586051940918,0.6664784550666809,0.40853795409202576,0.26180964708328247,0.4369926154613495,0.7102605104446411,0.7526366114616394,0.12177272886037827,0.0654090940952301,0.0,0.0,0.6662985682487488
4,1.3516795635223389,0.1766778826713562,0.19848407804965973,0.28874775767326355,0.4801918864250183,0.20698004961013794,0.8233222365379333,0.7130642533302307,0.812232494354248,0.8743149638175964,0.8974370956420898,0.8015161156654358,0.6841506361961365,0.801501989364624,0.8651741743087769,0.8910806775093079,0.7112522125244141,0.5687161684036255,0.8217561841011047,0.7464841604232788,0.8459768295288086,0.5198080539703369,0.35885244607925415,0.7920339703559875,0.6137990951538086,0.7621191143989563,0.7930198311805725,0.6701789498329163,0.8136048913002014,0.8761091232299805,0.8984746932983398,2.9951870441436768,0.6714203357696533,0.5448331832885742,0.5916557908058167,0.5536697506904602,0.6330094337463379,0.3285796642303467,0.21701225638389587,0.1742536723613739,0.9934717416763306,0.7240651249885559,0.4551667869091034,0.31793221831321716,0.2699960172176361,0.9776073098182678,0.7543328404426575,0.40834420919418335,0.2668038308620453,0.24429236352443695,0.9181991219520569,0.7405567169189453,0.4463302791118622,0.2934027314186096,0.5969340801239014,0.727692723274231,0.7909552454948425,0.3669905662536621,0.2412666231393814,0.18467535078525543,0.9923624992370605,0.7274506688117981
5,1.2603529691696167,0.16207590699195862,0.1797577291727066,0.25610658526420593,0.4715256094932556,0.19028837978839874,0.8379242420196533,0.7333006262779236,0.8256478309631348,0.8867942094802856,0.9057814478874207,0.8202422857284546,0.7092455625534058,0.8041396737098694,0.883819580078125,0.8984344601631165,0.7438934445381165,0.609584391117096,0.8107274770736694,0.7961087822914124,0.866324245929718,0.5284744501113892,0.3668574392795563,0.8030664920806885,0.6390220522880554,0.7808896899223328,0.8097114562988281,0.6925420165061951,0.8242791891098022,0.8887430429458618,0.9060657620429993,2.104539155960083,0.44358864426612854,0.3809894323348999,0.3324429988861084,0.5198151469230652,0.4271036982536316,0.5564113259315491,0.4281078279018402,0.38655316829681396,0.9459311962127686,0.787918746471405,0.6190105676651001,0.4854125380516052,0.45637276768684387,0.9424611926078796,0.8092930912971497,0.6675570607185364,0.5178870558738708,0.5866762399673462,0.860511064529419,0.830338180065155,0.48018479347229004,0.32337766885757446,0.7401875257492065,0.7067825794219971,0.8108285069465637,0.5728963613510132,0.4327543079853058,0.40359747409820557,0.9472735524177551,0.7934830784797668
6,1.187923550605774,0.14934217929840088,0.1655113250017166,0.2306852638721466,0.46525275707244873,0.17653268575668335,0.8506578803062439,0.7512866854667664,0.8379342555999756,0.8971261382102966,0.9130561947822571,0.8344886898994446,0.7288573980331421,0.8112989664077759,0.8958858847618103,0.9046926498413086,0.7693145275115967,0.6422684192657471,0.8041448593139648,0.8323560953140259,0.8794897198677063,0.5347471833229065,0.37273791432380676,0.8106817007064819,0.6588580012321472,0.7948691248893738,0.8234674334526062,0.7112899422645569,0.8355472087860107,0.8987615704536438,0.9129152297973633,1.7103511095046997,0.3306353986263275,0.2998906970024109,0.25730544328689575,0.4921601116657257,0.3297596275806427,0.6693645715713501,0.532690167427063,0.5238907933235168,0.8873044848442078,0.8189175724983215,0.7001092433929443,0.5667009353637695,0.5723392963409424,0.8868452906608582,0.8329200744628906,0.7426944971084595,0.6060898900032043,0.7360188364982605,0.818362295627594,0.8573951721191406,0.5078398585319519,0.3488709032535553,0.8122705221176147,0.6757274270057678,0.8072783350944519,0.6702404022216797,0.5261451005935669,0.5403369069099426,0.891270637512207,0.8246129155158997
7,1.125340461730957,0.13740447163581848,0.15300586819648743,0.2099529206752777,0.4602035582065582,0.16417372226715088,0.8625956773757935,0.7684628367424011,0.8493712544441223,0.9072398543357849,0.9200210571289062,0.8469938635826111,0.7464321851730347,0.8208052515983582,0.9053438901901245,0.9107457995414734,0.7900471687316895,0.6693494319915771,0.8019036054611206,0.859606146812439,0.8891728520393372,0.5397964119911194,0.3775375187397003,0.8171656727790833,0.6755355596542358,0.8062346577644348,0.8358261585235596,0.7283974885940552,0.8467085361480713,0.9087030291557312,0.9197220802307129,1.4701347351074219,0.2593669593334198,0.23641586303710938,0.2349773645401001,0.4709492325782776,0.2678249180316925,0.7406330704689026,0.6071860790252686,0.6426904201507568,0.8483631610870361,0.842431366443634,0.7635840773582458,0.6357278227806091,0.6897023320198059,0.8581134080886841,0.8583977818489075,0.7650225758552551,0.6377139687538147,0.7897429466247559,0.8009560704231262,0.8643455505371094,0.5290507674217224,0.3693563938140869,0.8481444120407104,0.6559653282165527,0.8008861541748047,0.7321750521659851,0.592879056930542,0.6598738431930542,0.8564525842666626,0.8495922088623047
8,1.0660998821258545,0.12503963708877563,0.14061950147151947,0.19202259182929993,0.455900102853775,0.15191733837127686,0.8749603033065796,0.7865247130393982,0.8614335060119629,0.9183874726295471,0.9275498390197754,0.8593807220458984,0.7641749978065491,0.8324635624885559,0.9144225716590881,0.9173362851142883,0.8079771995544434,0.6931016445159912,0.8037824034690857,0.8812506198883057,0.8974370956420898,0.5440998673439026,0.38168302178382874,0.8231993913650513,0.6902838349342346,0.816059410572052,0.8480826616287231,0.7455840110778809,0.8587727546691895,0.9194361567497253,0.9270925521850586,1.2768337726593018,0.20200397074222565,0.19012689590454102,0.21139974892139435,0.4554407000541687,0.21726159751415253,0.7979960441589355,0.6770256757736206,0.7662988901138306,0.8365676403045654,0.8720569610595703,0.8098731637001038,0.6960461735725403,0.7907146215438843,0.8517878651618958,0.8842487335205078,0.7886002659797668,0.6711671352386475,0.8178319334983826,0.8128760457038879,0.8763859868049622,0.5445591807365417,0.3848744034767151,0.8685819506645203,0.6509673595428467,0.8007367253303528,0.7827383875846863,0.6554456949234009,0.7763966917991638,0.8458900451660156,0.8781814575195312
9,1.0065642595291138,0.1122715026140213,0.12722685933113098,0.17507430911064148,0.4520161747932434,0.13937413692474365,0.8877286314964294,0.8055665493011475,0.8739790916442871,0.9293314814567566,0.9351739883422852,0.8727731108665466,0.7837237119674683,0.8465881943702698,0.9243981242179871,0.9250130653381348,0.8249256610870361,0.7160068154335022,0.8100540041923523,0.8993936777114868,0.9055097699165344,0.5479838252067566,0.3854773938655853,0.829681932926178,0.7038835287094116,0.825084388256073,0.8606257438659668,0.763498842716217,0.8719983696937561,0.9305061101913452,0.9349565505981445,1.1916252374649048,0.18070665001869202,0.17221786081790924,0.19668519496917725,0.44445332884788513,0.19696059823036194,0.8192933797836304,0.7062332630157471,0.8335750102996826,0.8247113823890686,0.8853409886360168,0.827782154083252,0.7221062183380127,0.8429144620895386,0.8428261876106262,0.895125687122345,0.8033148646354675,0.6910894513130188,0.8335635662078857,0.816922128200531,0.8821220397949219,0.5555466413497925,0.39612457156181335,0.8819510340690613,0.6634405255317688,0.8113059997558594,0.8030393719673157,0.6834995746612549,0.8417065739631653,0.8326702117919922,0.8907330632209778
